Stature,Head breadth,Head depth,Head circumference,Face length
1528.0,150.0,181.0,547.0,109.0
1638.0,145.0,187.0,550.0,106.0
1731.0,154.0,191.0,565.0,124.0
1607.0,154.0,184.0,552.0,107.0
1873.0,152.0,203.0,579.0,136.0
1664.0,146.0,194.0,550.0,120.0
1652.0,147.0,189.0,540.0,111.0
1635.0,143.0,179.0,530.0,111.0
1579.0,156.0,193.0,564.0,115.0
1540.0,151.0,188.0,553.0,121.0
1760.0,150.0,197.0,580.0,125.0
1771.0,154.0,194.0,561.0,129.0
1690.0,155.0,200.0,574.0,114.0
1775.0,159.0,201.0,593.0,136.0
1572.0,155.0,188.0,582.0,119.0
1669.0,155.0,180.0,550.0,116.0
1702.0,161.0,201.0,592.0,114.0
1665.0,156.0,198.0,572.0,119.0
1878.0,160.0,199.0,593.0,123.0
1600.0,151.0,194.0,558.0,113.0
1631.0,147.0,187.0,554.0,116.0
1630.0,145.0,185.0,550.0,113.0
1836.0,148.0,182.0,535.0,123.0
1955.0,166.0,198.0,584.0,119.0
1668.0,151.0,190.0,548.0,123.0
1765.0,155.0,181.0,542.0,114.0
1587.0,140.0,186.0,549.0,122.0
1670.0,160.0,190.0,562.0,120.0
1573.0,152.0,189.0,560.0,122.0
1573.0,159.0,184.0,550.0,112.0
1676.0,154.0,191.0,565.0,116.0
1616.0,148.0,186.0,560.0,124.0
1760.0,153.0,193.0,570.0,111.0
1624.0,145.0,191.0,540.0,106.0
1675.0,147.0,191.0,541.0,113.0
1699.0,150.0,196.0,563.0,124.0
1795.0,151.0,205.0,578.0,120.0
1570.0,152.0,184.0,561.0,115.0
1584.0,144.0,185.0,534.0,106.0
1614.0,152.0,191.0,558.0,111.0
1606.0,152.0,189.0,568.0,116.0
1727.0,149.0,193.0,553.0,118.0
1535.0,147.0,179.0,545.0,106.0
1640.0,145.0,193.0,575.0,111.0
1655.0,149.0,181.0,550.0,112.0
1608.0,142.0,194.0,546.0,108.0
1638.0,154.0,185.0,559.0,108.0
1755.0,153.0,190.0,562.0,120.0
1580.0,144.0,182.0,533.0,115.0
1665.0,157.0,186.0,556.0,121.0
1785.0,143.0,198.0,576.0,115.0
1743.0,146.0,192.0,542.0,111.0
1630.0,138.0,193.0,558.0,126.0
1568.0,143.0,186.0,550.0,112.0
1660.0,144.0,188.0,539.0,114.0
1675.0,151.0,190.0,561.0,110.0
1755.0,151.0,191.0,562.0,126.0
1685.0,153.0,193.0,556.0,114.0
1568.0,151.0,182.0,543.0,115.0
1816.0,154.0,210.0,580.0,122.0
1685.0,158.0,199.0,582.0,123.0
1607.0,146.0,195.0,565.0,109.0
1715.0,142.0,182.0,533.0,111.0
1740.0,152.0,202.0,584.0,125.0
1646.0,152.0,200.0,575.0,123.0
1658.0,163.0,197.0,582.0,119.0
1747.0,154.0,185.0,550.0,123.0
1737.0,148.0,187.0,548.0,109.0
1602.0,150.0,189.0,567.0,118.0
1739.0,149.0,174.0,526.0,118.0
1752.0,145.0,201.0,565.0,117.0
1762.0,152.0,192.0,559.0,125.0
1754.0,156.0,199.0,590.0,113.0
1786.0,151.0,193.0,560.0,134.0
1755.0,148.0,191.0,550.0,127.0
1708.0,148.0,184.0,551.0,112.0
1707.0,155.0,190.0,557.0,122.0
1560.0,148.0,172.0,527.0,115.0
1713.0,147.0,187.0,536.0,116.0
1525.0,152.0,185.0,549.0,110.0
1480.0,141.0,183.0,543.0,121.0
1560.0,145.0,189.0,556.0,111.0
1704.0,149.0,183.0,554.0,111.0
1645.0,147.0,174.0,527.0,116.0
1725.0,158.0,196.0,565.0,123.0
1504.0,143.0,175.0,513.0,111.0
1578.0,146.0,172.0,515.0,110.0
1715.0,142.0,183.0,532.0,129.0
1607.0,150.0,188.0,550.0,123.0
1680.0,152.0,184.0,540.0,120.0
1685.0,152.0,187.0,558.0,120.0
1620.0,144.0,186.0,542.0,119.0
1578.0,147.0,186.0,545.0,111.0
1612.0,140.0,187.0,534.0,115.0
1513.0,152.0,182.0,547.0,108.0
1656.0,150.0,185.0,543.0,113.0
1574.0,149.0,175.0,535.0,107.0
1679.0,164.0,206.0,599.0,119.0
1715.0,147.0,194.0,565.0,113.0
1568.0,148.0,195.0,566.0,120.0
1754.0,145.0,195.0,550.0,123.0
1547.0,143.0,191.0,555.0,107.0
1705.0,146.0,202.0,565.0,121.0
1795.0,156.0,195.0,566.0,126.0
1740.0,150.0,205.0,578.0,118.0
1711.0,145.0,188.0,575.0,107.0
1775.0,151.0,182.0,555.0,117.0
1544.0,146.0,185.0,534.0,104.0
1552.0,151.0,187.0,556.0,110.0
1560.0,147.0,180.0,545.0,114.0
1745.0,152.0,204.0,573.0,114.0
1620.0,150.0,194.0,565.0,109.0
1640.0,144.0,194.0,547.0,112.0
1726.0,159.0,190.0,564.0,126.0
1627.0,146.0,187.0,557.0,109.0
1796.0,166.0,192.0,567.0,137.0
1696.0,146.0,191.0,549.0,114.0
1665.0,152.0,175.0,554.0,115.0
1638.0,145.0,190.0,547.0,101.0
1588.0,137.0,182.0,524.0,115.0
1822.0,161.0,201.0,605.0,127.0
1793.0,151.0,190.0,565.0,109.0
1658.0,146.0,195.0,555.0,104.0
1639.0,155.0,195.0,570.0,125.0
1598.0,142.0,183.0,533.0,109.0
1591.0,153.0,194.0,570.0,105.0
1540.0,146.0,183.0,533.0,104.0
1770.0,152.0,204.0,568.0,125.0
1656.0,152.0,173.0,532.0,118.0
1630.0,146.0,182.0,550.0,123.0
1745.0,165.0,205.0,587.0,124.0
1670.0,150.0,188.0,546.0,106.0
1721.0,146.0,188.0,537.0,119.0
1622.0,154.0,190.0,565.0,105.0
1692.0,153.0,195.0,570.0,125.0
1785.0,155.0,192.0,570.0,121.0
1723.0,157.0,184.0,560.0,107.0
1694.0,143.0,182.0,535.0,123.0
1659.0,155.0,188.0,549.0,119.0
2053.0,155.0,215.0,609.0,120.0
1608.0,149.0,177.0,533.0,107.0
1776.0,141.0,177.0,513.0,108.0
