"Reach height, standing",Stature,"Eye height, standing","Elbow height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,Reach depth,Breadth over the elbows,Hip breadth,"Hip breadth, sitting",Chest depth,Elbow-grip length,Buttock-popliteal depth,"Buttock-knee depth, sitting","Buttock foot length, sitting",Hand length,Forefinger breadth,Hand width (with thumb),Hand thickness,Length pointing finger,Body mass,Maximum gripping force
2270.0,1835.0,1712.0,729.0,153.0,247.0,482.0,849.0,977.0,715.0,412.0,354.0,363.0,245.0,363.0,507.0,610.0,1105.0,,16.0,103.0,28.0,76.0,82.9,72.0
2078.0,1712.0,1593.0,698.0,161.0,231.0,467.0,772.0,882.0,690.0,418.0,348.0,369.0,258.0,318.0,528.0,631.0,1063.0,176.0,14.0,91.0,24.0,69.0,69.5,31.0
2145.0,1790.0,1678.0,706.0,182.0,272.0,434.0,838.0,959.0,689.0,449.0,386.0,387.0,251.0,331.0,521.0,662.0,1101.0,181.0,15.0,96.0,26.0,77.0,86.9,50.0
2273.0,1837.0,1717.0,703.0,152.0,203.0,500.0,830.0,962.0,777.0,430.0,349.0,341.0,244.0,376.0,507.0,643.0,1109.0,201.0,17.0,111.0,30.0,80.0,77.0,48.0
2197.0,1815.0,1686.0,720.0,143.0,222.0,498.0,800.0,932.0,787.0,426.0,335.0,360.0,233.0,365.0,495.0,630.0,1108.0,197.0,17.0,104.0,28.0,82.0,75.9,57.0
2055.0,1723.0,1592.0,731.0,142.0,263.0,468.0,770.0,904.0,666.0,420.0,332.0,341.0,225.0,322.0,463.0,600.0,1080.0,177.0,14.0,105.0,31.0,72.0,64.8,54.0
2237.0,1857.0,1723.0,764.0,147.0,244.0,520.0,821.0,959.0,751.0,468.0,339.0,340.0,227.0,370.0,501.0,653.0,1135.0,214.0,15.0,121.0,29.0,85.0,73.9,66.0
2045.0,1675.0,1573.0,1049.0,135.0,269.0,,793.0,899.0,652.0,401.0,321.0,325.0,227.0,302.0,470.0,590.0,,162.0,13.0,96.0,26.0,65.0,55.9,40.0
2197.0,1810.0,1713.0,711.0,138.0,209.0,502.0,810.0,941.0,745.0,453.0,340.0,347.0,216.0,355.0,494.0,636.0,1137.0,199.0,17.0,106.0,28.0,75.0,69.1,56.0
2240.0,1784.0,1681.0,697.0,133.0,214.0,483.0,819.0,925.0,698.0,407.0,322.0,340.0,238.0,326.0,456.0,631.0,1083.0,190.0,16.0,110.0,28.0,78.0,67.3,64.0
2133.0,1758.0,1640.0,692.0,132.0,215.0,477.0,787.0,905.0,711.0,412.0,333.0,349.0,235.0,321.0,481.0,623.0,1083.0,191.0,14.0,101.0,22.0,81.0,64.7,36.0
2262.0,1899.0,1790.0,740.0,132.0,223.0,517.0,857.0,968.0,735.0,415.0,341.0,364.0,230.0,372.0,535.0,668.0,1150.0,208.0,17.0,107.0,33.0,86.0,72.5,51.0
2347.0,1933.0,1814.0,752.0,165.0,220.0,532.0,884.0,1010.0,859.0,481.0,373.0,392.0,251.0,401.0,527.0,678.0,1179.0,219.0,19.0,112.0,34.0,90.0,93.8,60.0
2219.0,1780.0,1667.0,703.0,149.0,216.0,487.0,790.0,904.0,760.0,445.0,356.0,388.0,273.0,367.0,517.0,637.0,1103.0,197.0,13.0,108.0,31.0,73.0,80.7,50.0
2174.0,1840.0,1733.0,774.0,147.0,270.0,504.0,856.0,965.0,782.0,399.0,330.0,346.0,236.0,357.0,506.0,628.0,1109.0,196.0,15.0,111.0,34.0,81.0,72.0,48.0
2290.0,1882.0,1760.0,734.0,144.0,239.0,495.0,853.0,967.0,783.0,443.0,335.0,343.0,222.0,379.0,522.0,660.0,1113.0,194.0,15.0,106.0,28.0,74.0,77.0,52.0
2152.0,1786.0,1674.0,651.0,143.0,206.0,445.0,829.0,944.0,830.0,437.0,334.0,351.0,226.0,338.0,481.0,622.0,1097.0,182.0,16.0,106.0,28.0,72.0,70.1,50.0
2317.0,1877.0,1753.0,759.0,138.0,229.0,530.0,830.0,957.0,773.0,419.0,319.0,344.0,210.0,365.0,500.0,651.0,1134.0,195.0,16.0,108.0,28.0,75.0,67.2,52.0
2240.0,1857.0,1739.0,770.0,145.0,267.0,503.0,851.0,951.0,768.0,448.0,354.0,365.0,242.0,368.0,509.0,645.0,1118.0,196.0,16.0,110.0,31.0,79.0,82.6,58.0
2059.0,1690.0,1570.0,712.0,145.0,282.0,430.0,773.0,898.0,656.0,390.0,317.0,335.0,212.0,330.0,480.0,603.0,1019.0,177.0,13.0,94.0,25.0,71.0,56.8,34.0
2061.0,1743.0,1637.0,671.0,150.0,241.0,430.0,803.0,910.0,679.0,388.0,351.0,356.0,233.0,318.0,515.0,610.0,1045.0,178.0,14.0,105.0,30.0,72.0,66.3,43.0
2300.0,1938.0,1813.0,755.0,133.0,234.0,521.0,862.0,996.0,847.0,424.0,343.0,361.0,246.0,396.0,516.0,671.0,1186.0,212.0,16.0,115.0,30.0,81.0,73.7,67.0
2271.0,1851.0,1730.0,727.0,141.0,220.0,507.0,845.0,967.0,778.0,444.0,349.0,352.0,240.0,370.0,505.0,655.0,1130.0,194.0,17.0,121.0,31.0,77.0,78.0,66.0
2231.0,1845.0,1720.0,730.0,115.0,232.0,498.0,845.0,948.0,764.0,444.0,313.0,367.0,226.0,353.0,498.0,625.0,1111.0,196.0,16.0,115.0,33.0,81.0,75.6,61.0
2321.0,1938.0,1826.0,800.0,153.0,280.0,520.0,875.0,1000.0,797.0,458.0,346.0,383.0,263.0,374.0,543.0,665.0,1174.0,212.0,14.0,108.0,30.0,82.0,83.3,60.0
2181.0,1786.0,1681.0,692.0,125.0,217.0,475.0,788.0,913.0,753.0,505.0,351.0,387.0,249.0,360.0,503.0,609.0,1041.0,189.0,15.0,112.0,31.0,75.0,77.1,66.0
1964.0,1670.0,1568.0,685.0,140.0,252.0,433.0,784.0,896.0,657.0,395.0,315.0,333.0,232.0,317.0,470.0,577.0,976.0,181.0,14.0,93.0,29.0,70.0,55.9,30.0
2187.0,1761.0,1649.0,704.0,148.0,227.0,477.0,787.0,900.0,765.0,449.0,333.0,357.0,223.0,384.0,502.0,622.0,1074.0,192.0,15.0,111.0,30.0,71.0,67.0,44.0
2168.0,1790.0,1667.0,684.0,123.0,211.0,473.0,824.0,950.0,733.0,365.0,305.0,304.0,212.0,360.0,467.0,592.0,1111.0,194.0,14.0,114.0,30.0,82.0,54.1,44.0
2045.0,1690.0,1586.0,709.0,145.0,257.0,452.0,774.0,879.0,694.0,407.0,327.0,360.0,230.0,332.0,477.0,593.0,1021.0,180.0,14.0,94.0,27.0,68.0,60.2,32.0
2005.0,1714.0,1585.0,673.0,150.0,246.0,427.0,795.0,915.0,683.0,437.0,323.0,345.0,232.0,316.0,468.0,579.0,993.0,173.0,14.0,102.0,27.0,64.0,60.2,50.0
1970.0,1592.0,1504.0,645.0,143.0,215.0,430.0,724.0,838.0,670.0,367.0,309.0,324.0,230.0,318.0,467.0,556.0,981.0,183.0,12.0,97.0,26.0,73.0,49.8,40.0
2117.0,1760.0,1653.0,691.0,130.0,211.0,480.0,820.0,930.0,710.0,396.0,329.0,329.0,225.0,346.0,524.0,628.0,1105.0,196.0,16.0,106.0,31.0,79.0,63.0,44.0
2226.0,1813.0,1709.0,754.0,138.0,261.0,493.0,843.0,941.0,789.0,424.0,347.0,355.0,210.0,383.0,514.0,641.0,1096.0,203.0,16.0,118.0,32.0,75.0,75.0,55.0
2155.0,1806.0,1690.0,700.0,141.0,230.0,470.0,803.0,922.0,754.0,499.0,349.0,373.0,235.0,357.0,480.0,615.0,1102.0,200.0,15.0,112.0,30.0,76.0,74.7,72.0
2260.0,1820.0,1719.0,712.0,158.0,225.0,487.0,814.0,940.0,790.0,483.0,351.0,349.0,241.0,374.0,529.0,668.0,1137.0,192.0,15.0,102.0,32.0,80.0,80.5,59.0
2077.0,1751.0,1650.0,717.0,152.0,257.0,460.0,822.0,936.0,733.0,464.0,337.0,363.0,200.0,361.0,457.0,615.0,1055.0,195.0,14.0,112.0,31.0,80.0,68.8,64.0
2167.0,1753.0,1643.0,669.0,125.0,191.0,478.0,780.0,889.0,764.0,440.0,311.0,341.0,196.0,358.0,513.0,629.0,1088.0,191.0,16.0,110.0,31.0,83.0,66.5,46.0
2245.0,1873.0,1753.0,740.0,131.0,248.0,492.0,861.0,969.0,778.0,448.0,355.0,375.0,237.0,366.0,512.0,621.0,1147.0,191.0,16.0,112.0,31.0,77.0,76.8,57.0
2006.0,1710.0,1600.0,669.0,145.0,227.0,442.0,785.0,898.0,673.0,443.0,351.0,389.0,223.0,326.0,479.0,607.0,1069.0,177.0,15.0,99.0,27.0,70.0,67.0,32.0
2243.0,1875.0,1760.0,1167.0,149.0,284.0,,881.0,982.0,810.0,501.0,354.0,380.0,269.0,376.0,522.0,655.0,,203.0,16.0,107.0,32.0,82.0,84.4,52.0
2054.0,1698.0,1584.0,705.0,137.0,258.0,447.0,780.0,909.0,672.0,445.0,327.0,335.0,222.0,335.0,469.0,579.0,1003.0,180.0,14.0,102.0,27.0,71.0,61.5,46.0
2330.0,1891.0,1776.0,746.0,137.0,219.0,527.0,843.0,946.0,805.0,434.0,320.0,357.0,235.0,393.0,516.0,742.0,1181.0,208.0,15.0,107.0,28.0,82.0,68.7,54.0
2138.0,1775.0,1665.0,726.0,140.0,257.0,469.0,824.0,925.0,708.0,428.0,363.0,378.0,210.0,342.0,526.0,622.0,1076.0,188.0,12.0,100.0,31.0,72.0,62.0,46.0
2255.0,1895.0,1777.0,776.0,149.0,271.0,505.0,881.0,1000.0,790.0,477.0,362.0,375.0,264.0,366.0,522.0,656.0,1127.0,206.0,16.0,112.0,36.0,80.0,88.3,64.0
2093.0,1761.0,1649.0,712.0,130.0,237.0,475.0,804.0,918.0,733.0,381.0,315.0,338.0,209.0,345.0,491.0,606.0,1045.0,190.0,13.0,97.0,28.0,75.0,56.0,38.0
2025.0,1720.0,1620.0,670.0,149.0,244.0,426.0,788.0,915.0,692.0,473.0,337.0,336.0,213.0,337.0,482.0,598.0,1015.0,186.0,13.0,102.0,34.0,77.0,68.2,50.0
2142.0,1807.0,1686.0,727.0,148.0,262.0,465.0,850.0,972.0,739.0,435.0,338.0,363.0,237.0,349.0,498.0,619.0,1064.0,182.0,17.0,102.0,33.0,72.0,71.7,50.0
2210.0,1854.0,1739.0,748.0,138.0,248.0,500.0,868.0,971.0,737.0,451.0,351.0,354.0,214.0,380.0,490.0,626.0,1088.0,204.0,13.0,115.0,31.0,76.0,70.9,49.0
2146.0,1782.0,1673.0,702.0,149.0,225.0,477.0,836.0,959.0,753.0,458.0,350.0,360.0,235.0,365.0,503.0,614.0,1065.0,196.0,16.0,117.0,32.0,78.0,78.2,54.0
2282.0,1865.0,1745.0,727.0,136.0,207.0,520.0,817.0,937.0,753.0,477.0,330.0,368.0,237.0,384.0,533.0,672.0,1124.0,205.0,16.0,113.0,31.0,80.0,77.9,55.0
2142.0,1757.0,1645.0,680.0,148.0,220.0,460.0,782.0,912.0,718.0,495.0,360.0,392.0,238.0,365.0,512.0,650.0,1104.0,190.0,17.0,106.0,32.0,75.0,79.5,54.0
2302.0,1870.0,1751.0,735.0,156.0,236.0,499.0,870.0,968.0,823.0,476.0,347.0,365.0,250.0,380.0,535.0,666.0,1152.0,201.0,15.0,111.0,32.0,81.0,85.8,72.0
2075.0,1750.0,1634.0,666.0,134.0,204.0,462.0,806.0,910.0,742.0,451.0,324.0,355.0,217.0,345.0,495.0,609.0,1045.0,187.0,15.0,114.0,31.0,77.0,71.5,62.0
2317.0,1893.0,1765.0,740.0,143.0,192.0,548.0,789.0,915.0,818.0,431.0,363.0,363.0,245.0,389.0,561.0,696.0,1175.0,209.0,15.0,111.0,30.0,79.0,75.8,60.0
2366.0,1965.0,1848.0,773.0,140.0,215.0,558.0,854.0,961.0,852.0,434.0,355.0,360.0,218.0,404.0,536.0,684.0,1201.0,211.0,15.0,117.0,30.0,82.0,79.3,66.0
2180.0,1821.0,1700.0,743.0,138.0,244.0,499.0,841.0,950.0,766.0,452.0,337.0,347.0,217.0,351.0,513.0,645.0,1111.0,197.0,16.0,104.0,31.0,75.0,76.5,68.0
2339.0,1930.0,1809.0,744.0,130.0,242.0,502.0,907.0,1017.0,788.0,417.0,359.0,368.0,218.0,382.0,529.0,655.0,1120.0,202.0,15.0,111.0,31.0,77.0,72.9,70.0
1946.0,1616.0,1520.0,655.0,130.0,228.0,427.0,773.0,862.0,662.0,357.0,311.0,325.0,216.0,310.0,444.0,550.0,956.0,170.0,11.0,93.0,27.0,66.0,50.3,50.0
2017.0,1651.0,1549.0,650.0,134.0,220.0,430.0,758.0,870.0,676.0,325.0,329.0,338.0,230.0,325.0,469.0,567.0,979.0,163.0,13.0,89.0,25.0,65.0,52.5,31.0
2248.0,1825.0,1695.0,688.0,142.0,193.0,495.0,797.0,920.0,825.0,426.0,326.0,352.0,229.0,365.0,513.0,665.0,1125.0,207.0,14.0,107.0,29.0,82.0,71.2,56.0
2067.0,1724.0,1596.0,1068.0,150.0,277.0,,788.0,915.0,652.0,403.0,346.0,373.0,235.0,313.0,,609.0,1028.0,177.0,14.0,100.0,28.0,70.0,68.0,46.0
2174.0,1804.0,1675.0,742.0,134.0,262.0,480.0,845.0,956.0,794.0,480.0,342.0,348.0,223.0,355.0,473.0,604.0,1079.0,190.0,13.0,100.0,32.0,75.0,67.9,58.0
2074.0,1741.0,1643.0,685.0,151.0,250.0,435.0,847.0,954.0,731.0,428.0,317.0,347.0,225.0,349.0,450.0,580.0,1001.0,189.0,15.0,104.0,31.0,74.0,71.4,64.0
2155.0,1786.0,1682.0,710.0,145.0,205.0,505.0,810.0,929.0,759.0,462.0,340.0,367.0,256.0,371.0,480.0,620.0,1014.0,193.0,15.0,103.0,31.0,77.0,77.2,61.0
2205.0,1775.0,1655.0,690.0,145.0,211.0,479.0,784.0,895.0,744.0,476.0,332.0,367.0,242.0,364.0,495.0,614.0,1090.0,193.0,15.0,110.0,27.0,77.0,73.1,66.0
2085.0,1763.0,1655.0,708.0,158.0,251.0,457.0,824.0,924.0,684.0,469.0,355.0,381.0,215.0,330.0,462.0,596.0,1032.0,182.0,16.0,110.0,31.0,71.0,82.6,62.0
2201.0,1802.0,1698.0,757.0,142.0,280.0,477.0,849.0,962.0,677.0,410.0,356.0,377.0,240.0,344.0,512.0,636.0,1087.0,185.0,14.0,101.0,28.0,75.0,69.1,40.0
2208.0,1830.0,1714.0,738.0,154.0,236.0,502.0,834.0,957.0,823.0,451.0,352.0,367.0,227.0,385.0,498.0,629.0,1123.0,202.0,14.0,112.0,30.0,75.0,76.7,55.0
1986.0,1638.0,1543.0,629.0,142.0,207.0,422.0,745.0,851.0,705.0,391.0,339.0,355.0,226.0,324.0,504.0,612.0,1018.0,173.0,12.0,94.0,24.0,68.0,59.6,27.0
2206.0,1812.0,1698.0,713.0,125.0,236.0,477.0,839.0,964.0,753.0,390.0,319.0,324.0,168.0,357.0,494.0,615.0,1062.0,190.0,13.0,99.0,26.0,74.0,54.6,39.0
2198.0,1800.0,1691.0,745.0,128.0,243.0,502.0,830.0,949.0,771.0,462.0,321.0,340.0,214.0,358.0,472.0,600.0,1054.0,194.0,16.0,106.0,31.0,79.0,64.9,58.0
1994.0,1662.0,1540.0,677.0,121.0,254.0,423.0,802.0,904.0,717.0,428.0,308.0,320.0,209.0,338.0,445.0,551.0,955.0,178.0,14.0,100.0,27.0,70.0,54.6,64.0
2210.0,1851.0,1725.0,759.0,135.0,247.0,512.0,838.0,959.0,756.0,422.0,349.0,348.0,213.0,354.0,489.0,630.0,1140.0,190.0,14.0,100.0,33.0,78.0,71.3,53.0
2084.0,1737.0,1624.0,675.0,143.0,210.0,465.0,761.0,888.0,700.0,484.0,339.0,346.0,231.0,334.0,506.0,636.0,1092.0,174.0,16.0,100.0,29.0,71.0,70.2,62.0
2166.0,1836.0,1698.0,749.0,137.0,246.0,503.0,841.0,954.0,784.0,378.0,328.0,338.0,236.0,363.0,498.0,621.0,1152.0,198.0,15.0,102.0,28.0,73.0,65.6,57.0
2292.0,1860.0,1748.0,760.0,135.0,241.0,519.0,811.0,931.0,742.0,410.0,332.0,333.0,207.0,386.0,536.0,655.0,1171.0,196.0,15.0,105.0,27.0,80.0,66.4,62.0
1942.0,1650.0,1533.0,667.0,143.0,266.0,401.0,793.0,890.0,636.0,405.0,347.0,357.0,244.0,324.0,470.0,575.0,963.0,173.0,14.0,96.0,27.0,67.0,58.8,42.0
2085.0,1714.0,1602.0,681.0,139.0,229.0,452.0,793.0,909.0,713.0,439.0,322.0,338.0,217.0,332.0,477.0,592.0,1024.0,173.0,14.0,101.0,28.0,69.0,64.7,54.0
2299.0,1882.0,1766.0,765.0,140.0,245.0,520.0,863.0,975.0,742.0,450.0,336.0,346.0,244.0,368.0,522.0,638.0,1120.0,201.0,15.0,116.0,29.0,80.0,72.3,53.0
2286.0,1890.0,1776.0,768.0,148.0,246.0,522.0,835.0,956.0,807.0,442.0,354.0,362.0,222.0,362.0,512.0,668.0,1140.0,201.0,15.0,110.0,31.0,80.0,74.8,68.0
2256.0,1878.0,1767.0,750.0,122.0,213.0,537.0,826.0,929.0,765.0,391.0,332.0,331.0,202.0,390.0,512.0,650.0,1172.0,197.0,15.0,103.0,27.0,77.0,64.2,52.0
2055.0,1750.0,1643.0,680.0,144.0,218.0,462.0,800.0,919.0,754.0,450.0,338.0,359.0,245.0,369.0,485.0,614.0,1066.0,197.0,14.0,107.0,32.0,82.0,75.2,64.0
2304.0,1893.0,1759.0,750.0,167.0,241.0,509.0,854.0,989.0,797.0,500.0,370.0,378.0,276.0,361.0,536.0,788.0,1173.0,190.0,15.0,108.0,31.0,72.0,96.9,54.0
2252.0,1906.0,1783.0,753.0,158.0,218.0,535.0,849.0,977.0,786.0,455.0,345.0,359.0,242.0,381.0,515.0,658.0,1184.0,202.0,15.0,110.0,30.0,79.0,87.4,68.0
2047.0,1684.0,1563.0,689.0,130.0,254.0,435.0,802.0,903.0,663.0,375.0,338.0,335.0,213.0,329.0,490.0,600.0,1010.0,177.0,13.0,88.0,26.0,70.0,54.9,34.0
1707.0,1410.0,1310.0,581.0,113.0,204.0,377.0,661.0,767.0,604.0,353.0,278.0,281.0,186.0,269.0,376.0,500.0,848.0,151.0,14.0,86.0,23.0,62.0,37.2,20.0
2139.0,1778.0,1661.0,768.0,141.0,283.0,485.0,820.0,926.0,745.0,469.0,347.0,359.0,222.0,360.0,476.0,618.0,1108.0,193.0,15.0,106.0,29.0,78.0,74.0,57.0
2295.0,1913.0,1777.0,765.0,152.0,250.0,515.0,866.0,988.0,789.0,470.0,359.0,390.0,218.0,367.0,519.0,660.0,1156.0,203.0,16.0,110.0,29.0,89.0,81.3,52.0
2169.0,1791.0,1671.0,734.0,146.0,252.0,482.0,835.0,962.0,713.0,425.0,314.0,327.0,186.0,358.0,481.0,598.0,1098.0,189.0,15.0,101.0,27.0,75.0,63.7,64.0
2132.0,1757.0,1645.0,1113.0,127.0,235.0,,782.0,895.0,689.0,397.0,331.0,349.0,238.0,324.0,,602.0,1058.0,174.0,13.0,91.0,26.0,70.0,58.6,44.0
2123.0,1727.0,1613.0,714.0,157.0,252.0,462.0,793.0,909.0,653.0,462.0,362.0,373.0,246.0,335.0,500.0,616.0,1056.0,188.0,14.0,101.0,25.0,79.0,72.9,42.0
2252.0,1857.0,1717.0,779.0,136.0,272.0,507.0,855.0,979.0,764.0,462.0,336.0,354.0,224.0,382.0,485.0,628.0,1107.0,207.0,16.0,107.0,28.0,78.0,74.2,62.0
2239.0,1805.0,1689.0,768.0,145.0,272.0,496.0,830.0,945.0,819.0,413.0,337.0,338.0,208.0,358.0,490.0,622.0,1106.0,200.0,15.0,108.0,28.0,80.0,67.2,50.0
1985.0,1645.0,1538.0,650.0,142.0,226.0,424.0,772.0,871.0,650.0,447.0,322.0,351.0,232.0,309.0,461.0,583.0,980.0,172.0,14.0,99.0,26.0,69.0,59.4,36.0
2160.0,1775.0,1653.0,702.0,144.0,260.0,442.0,835.0,948.0,704.0,481.0,330.0,343.0,232.0,332.0,472.0,607.0,1068.0,180.0,15.0,107.0,28.0,72.0,70.8,72.0
2265.0,1842.0,1728.0,749.0,153.0,268.0,481.0,847.0,974.0,822.0,493.0,368.0,389.0,293.0,376.0,482.0,663.0,1141.0,195.0,17.0,112.0,31.0,82.0,94.7,64.0
2011.0,1689.0,1572.0,666.0,132.0,249.0,417.0,803.0,935.0,676.0,403.0,317.0,329.0,216.0,303.0,452.0,585.0,986.0,189.0,13.0,108.0,26.0,77.0,58.3,48.0
2194.0,1776.0,1655.0,712.0,143.0,250.0,462.0,822.0,935.0,707.0,468.0,341.0,364.0,234.0,339.0,501.0,623.0,1057.0,195.0,13.0,110.0,26.0,74.0,75.4,52.0
2028.0,1712.0,1623.0,692.0,160.0,230.0,462.0,795.0,903.0,710.0,425.0,358.0,367.0,260.0,339.0,455.0,595.0,1046.0,182.0,12.0,101.0,23.0,70.0,65.7,48.0
2076.0,1752.0,1631.0,723.0,148.0,248.0,475.0,774.0,893.0,707.0,388.0,346.0,352.0,227.0,334.0,506.0,625.0,1070.0,189.0,13.0,96.0,26.0,73.0,64.0,36.0
