Stature,Arm length,Shoulder breadth (bi-deltoid),Head breadth,Head depth,Head circumference,Neck base circumference,Chest circumference,Waist circumference,Hip circumference,Body mass,Crotch height,Thigh circumference,Face length,Nasal root breadth,Nose length,Nose bridge length,Nasal tip protrusion,Nose width,Bigonial breadth,Bitragion breadth,Nasal root protrusion,Relative Nasal Tip Protrusion
1678.0,567.0,437.0,141.0,192.0,555.0,444.0,993.0,822.0,1164.0,80.7,768.0,693.0,110.0,21.463,54.738,47.33,19.888,32.183,111.556,146.698,12.946,36.333
1705.0,593.0,455.0,151.0,191.0,564.0,436.0,964.0,796.0,1056.0,75.0,828.0,656.0,108.0,25.86,50.733,41.788,19.625,32.347,117.075,140.753,15.243,38.684
1702.0,545.0,429.0,139.0,192.0,544.0,434.0,947.0,903.0,1100.0,70.2,752.0,668.0,108.0,28.554,44.071,35.221,16.729,34.585,113.954,139.903,14.245,37.959
1694.0,560.0,457.0,144.0,180.0,530.0,498.0,1081.0,966.0,1036.0,80.1,771.0,604.0,116.0,25.043,48.401,41.489,20.624,33.574,126.27,140.389,14.513,42.612
1820.0,665.0,492.0,158.0,200.0,580.0,513.0,1054.0,990.0,1083.0,91.4,880.0,590.0,124.0,26.049,54.295,48.919,24.433,40.775,136.566,162.615,16.775,45.0
1739.0,620.0,431.0,153.0,195.0,561.0,465.0,1044.0,884.0,1120.0,84.6,803.0,645.0,119.0,31.274,49.56,41.577,18.686,38.554,121.881,150.571,12.703,37.704
1753.0,608.0,476.0,158.0,198.0,584.0,496.0,1055.0,916.0,1042.0,82.9,806.0,572.0,130.0,28.398,50.62,40.881,20.823,39.939,127.673,163.166,16.65,41.136
1709.0,630.0,418.0,152.0,191.0,563.0,444.0,933.0,784.0,1026.0,69.9,836.0,608.0,123.0,24.573,51.99,41.64,19.984,33.961,111.547,148.765,16.402,38.439
1658.0,561.0,412.0,141.0,184.0,535.0,447.0,950.0,726.0,942.0,61.7,784.0,552.0,112.0,21.884,48.026,40.038,19.079,31.298,112.389,138.704,15.286,39.726
1753.0,596.0,490.0,149.0,191.0,562.0,434.0,1139.0,982.0,1220.0,104.8,791.0,762.0,111.0,28.147,52.428,44.038,20.877,34.187,106.791,142.473,13.026,39.82
1694.0,594.0,417.0,143.0,199.0,570.0,438.0,935.0,835.0,1053.0,67.2,791.0,605.0,115.0,25.908,50.582,44.662,21.719,36.774,106.066,141.321,16.186,42.938
1626.0,562.0,424.0,146.0,185.0,556.0,473.0,1040.0,897.0,1032.0,74.2,755.0,622.0,122.0,27.903,49.997,41.563,18.976,33.456,119.718,146.119,12.439,37.954
1755.0,563.0,467.0,158.0,199.0,581.0,576.0,1083.0,967.0,1090.0,96.3,813.0,621.0,119.0,27.68,52.684,46.186,21.869,39.822,133.926,157.773,15.072,41.51
1643.0,585.0,394.0,133.0,182.0,530.0,454.0,832.0,736.0,1016.0,57.4,784.0,572.0,105.0,23.812,45.406,35.712,19.035,30.001,107.255,140.338,14.949,41.921
1740.0,613.0,449.0,148.0,176.0,532.0,440.0,905.0,757.0,980.0,66.4,837.0,592.0,111.0,21.999,52.077,42.52,19.302,33.926,107.833,143.784,13.207,37.064
1696.0,596.0,470.0,160.0,184.0,559.0,509.0,1253.0,1097.0,1275.0,104.2,756.0,746.0,121.0,25.16,51.104,43.682,19.079,36.664,127.18,154.369,12.886,37.334
1837.0,655.0,447.0,150.0,189.0,567.0,515.0,1032.0,976.0,1060.0,88.7,867.0,574.0,116.0,30.352,45.822,37.189,19.551,40.761,143.428,156.357,16.23,42.666
1670.0,570.0,428.0,139.0,188.0,548.0,420.0,999.0,833.0,1122.0,74.9,818.0,664.0,111.0,27.185,45.184,37.846,17.552,39.132,110.238,139.435,9.297,38.846
1707.0,558.0,432.0,147.0,189.0,551.0,406.0,1120.0,907.0,1020.0,80.4,809.0,627.0,111.0,25.226,48.244,42.404,21.227,35.617,119.438,153.383,14.086,44.0
1733.0,631.0,456.0,156.0,198.0,581.0,478.0,1068.0,1009.0,1046.0,87.9,823.0,616.0,124.0,24.538,54.691,48.145,23.522,40.199,123.379,151.375,12.923,43.008
1765.0,620.0,451.0,145.0,186.0,550.0,434.0,900.0,751.0,1106.0,73.2,846.0,618.0,114.0,26.797,49.932,43.783,21.852,35.284,111.756,147.127,15.615,43.762
1672.0,620.0,420.0,142.0,186.0,549.0,382.0,860.0,685.0,1019.0,60.9,802.0,582.0,101.0,23.875,42.58,34.176,16.471,35.961,107.988,141.93,11.241,38.681
1793.0,657.0,435.0,147.0,194.0,558.0,498.0,1112.0,1079.0,1052.0,88.5,908.0,648.0,119.0,24.92,52.969,46.443,22.308,32.059,113.297,154.303,14.476,42.116
1840.0,645.0,441.0,146.0,199.0,581.0,488.0,948.0,910.0,942.0,78.6,880.0,527.0,117.0,28.17,49.075,40.461,20.985,35.441,123.016,152.742,16.831,42.761
1765.0,631.0,476.0,147.0,189.0,539.0,495.0,1107.0,928.0,977.0,83.2,830.0,563.0,120.0,26.421,50.594,39.622,18.636,35.267,119.248,144.565,13.072,36.835
1793.0,629.0,447.0,149.0,188.0,559.0,457.0,990.0,878.0,1059.0,77.9,880.0,589.0,113.0,26.181,46.252,36.926,20.127,34.877,119.874,154.129,16.069,43.517
1701.0,600.0,415.0,141.0,189.0,533.0,431.0,900.0,717.0,970.0,59.5,794.0,559.0,117.0,23.773,53.303,44.144,18.003,30.441,103.252,140.806,11.555,33.775
1653.0,536.0,407.0,146.0,185.0,546.0,410.0,945.0,764.0,940.0,58.7,750.0,520.0,103.0,26.488,47.61,40.575,18.461,34.549,120.681,140.221,12.01,38.776
1750.0,600.0,430.0,142.0,186.0,539.0,455.0,883.0,764.0,965.0,62.4,840.0,555.0,110.0,26.595,48.524,40.474,19.541,33.706,110.248,138.142,11.749,40.271
1647.0,586.0,415.0,154.0,185.0,569.0,424.0,905.0,772.0,939.0,60.6,789.0,552.0,110.0,28.499,46.715,37.959,18.605,37.167,121.333,154.596,10.579,39.827
1652.0,562.0,428.0,138.0,190.0,537.0,472.0,909.0,740.0,1042.0,63.3,797.0,610.0,114.0,22.242,50.881,43.259,20.638,30.456,110.259,136.469,12.508,40.56
1609.0,542.0,487.0,153.0,195.0,567.0,498.0,1159.0,1025.0,1208.0,93.5,752.0,705.0,114.0,27.641,47.49,40.523,20.17,36.355,133.717,156.652,13.11,42.472
1714.0,573.0,419.0,142.0,181.0,539.0,412.0,853.0,658.0,978.0,58.4,794.0,530.0,102.0,23.683,47.613,40.016,20.702,31.309,113.531,138.521,15.961,43.479
1633.0,585.0,438.0,154.0,184.0,557.0,530.0,1234.0,1135.0,1159.0,100.4,716.0,703.0,117.0,27.372,52.635,43.987,19.269,39.013,141.153,161.071,11.486,36.609
1833.0,605.0,519.0,166.0,199.0,586.0,532.0,1123.0,1010.0,1060.0,98.9,806.0,618.0,125.0,27.595,54.049,46.195,22.045,38.536,153.367,165.117,16.362,40.787
1759.0,620.0,504.0,156.0,192.0,562.0,486.0,1248.0,1012.0,1121.0,109.9,835.0,742.0,114.0,35.465,45.124,35.811,17.133,45.726,135.874,158.726,9.869,37.969
1629.0,574.0,394.0,140.0,186.0,547.0,456.0,924.0,749.0,985.0,57.1,768.0,583.0,110.0,23.36,46.271,37.889,19.589,34.246,106.535,135.34,13.99,42.336
1701.0,569.0,499.0,151.0,192.0,553.0,498.0,1081.0,929.0,1155.0,92.2,791.0,681.0,120.0,26.476,53.127,44.844,20.551,37.471,131.273,153.104,11.79,38.684
1631.0,562.0,447.0,152.0,187.0,559.0,429.0,1064.0,959.0,1068.0,77.4,773.0,624.0,106.0,28.149,46.474,38.345,18.572,38.255,118.002,154.505,11.277,39.962
1673.0,573.0,422.0,143.0,189.0,550.0,458.0,1081.0,902.0,1107.0,79.3,785.0,659.0,104.0,25.557,43.483,35.254,17.182,34.901,118.273,145.188,11.218,39.515
1723.0,592.0,426.0,146.0,199.0,574.0,454.0,1023.0,826.0,1047.0,73.1,803.0,613.0,118.0,27.302,48.05,39.951,20.807,35.622,119.902,153.492,14.078,43.304
1761.0,637.0,473.0,143.0,201.0,569.0,569.0,1035.0,957.0,1032.0,86.4,803.0,601.0,111.0,27.049,51.969,48.151,22.631,39.36,126.323,152.638,13.858,43.546
1727.0,597.0,464.0,145.0,186.0,556.0,450.0,1110.0,940.0,1050.0,84.5,817.0,642.0,116.0,28.68,46.552,38.51,21.378,35.13,132.372,144.953,14.881,45.923
1725.0,618.0,474.0,144.0,180.0,540.0,489.0,1367.0,1220.0,1184.0,113.9,839.0,670.0,119.0,28.975,50.157,42.39,21.244,36.332,138.815,150.022,13.83,42.354
1748.0,598.0,481.0,161.0,191.0,575.0,550.0,1153.0,1090.0,1135.0,105.6,767.0,685.0,119.0,27.74,49.759,42.253,20.845,39.472,137.46,163.762,15.955,41.892
1761.0,626.0,482.0,151.0,191.0,559.0,469.0,1062.0,983.0,1063.0,87.5,827.0,617.0,110.0,25.738,47.811,41.571,20.667,38.204,122.541,147.366,13.105,43.228
1553.0,541.0,423.0,158.0,189.0,558.0,480.0,1197.0,1035.0,1134.0,82.8,699.0,647.0,113.0,25.347,48.441,42.972,18.148,32.259,126.115,156.837,11.94,37.463
1820.0,610.0,429.0,144.0,194.0,566.0,474.0,942.0,791.0,1008.0,73.6,882.0,607.0,122.0,27.288,49.61,41.504,20.032,35.775,101.74,147.885,14.614,40.379
1776.0,640.0,452.0,155.0,202.0,582.0,529.0,1044.0,908.0,1000.0,79.5,837.0,564.0,121.0,27.774,51.249,44.14,19.646,38.401,124.45,153.189,14.127,38.334
1707.0,588.0,415.0,142.0,195.0,551.0,430.0,901.0,735.0,1049.0,60.4,847.0,534.0,108.0,24.524,49.536,43.495,20.004,34.418,109.758,137.151,14.465,40.382
1611.0,577.0,424.0,154.0,192.0,573.0,465.0,888.0,780.0,989.0,59.7,773.0,571.0,119.0,29.16,46.266,36.538,17.711,38.583,116.788,141.952,12.182,38.282
1643.0,569.0,414.0,136.0,176.0,520.0,422.0,908.0,744.0,971.0,61.2,783.0,548.0,112.0,24.417,47.13,38.675,20.839,37.573,103.538,143.679,14.665,44.217
1854.0,661.0,439.0,146.0,194.0,578.0,462.0,955.0,845.0,1087.0,74.1,891.0,636.0,106.0,26.777,48.037,36.779,18.419,32.537,117.835,140.261,12.382,38.343
1765.0,619.0,422.0,158.0,196.0,576.0,409.0,978.0,807.0,996.0,67.7,859.0,555.0,116.0,27.175,48.06,38.476,19.925,32.382,121.305,148.981,13.893,41.459
1750.0,580.0,441.0,149.0,194.0,570.0,464.0,980.0,847.0,1044.0,72.1,800.0,600.0,119.0,28.737,48.22,40.741,18.83,36.633,115.379,143.05,14.717,39.05
1643.0,535.0,523.0,151.0,195.0,572.0,496.0,1355.0,1230.0,1180.0,122.4,687.0,730.0,113.0,28.259,46.008,38.13,17.939,40.604,141.035,153.46,10.801,38.992
1654.0,569.0,427.0,140.0,190.0,547.0,433.0,925.0,737.0,1038.0,65.9,759.0,594.0,114.0,24.739,51.499,44.74,22.102,34.908,111.194,140.532,15.896,42.917
1653.0,603.0,450.0,152.0,182.0,562.0,450.0,1051.0,850.0,1040.0,72.6,783.0,640.0,110.0,23.742,50.503,42.147,18.16,34.882,110.988,144.578,12.197,35.957
1675.0,574.0,419.0,142.0,177.0,524.0,432.0,1011.0,795.0,1074.0,71.9,780.0,641.0,109.0,24.176,50.744,41.964,18.911,35.732,117.077,143.194,12.267,37.267
1750.0,622.0,430.0,141.0,190.0,546.0,430.0,1048.0,905.0,1087.0,81.0,846.0,605.0,112.0,24.96,46.093,38.526,18.351,34.675,104.38,150.827,13.949,39.813
1662.0,569.0,436.0,151.0,174.0,539.0,482.0,930.0,828.0,1015.0,68.2,758.0,588.0,112.0,21.404,54.65,48.912,22.233,38.802,110.481,147.734,14.875,40.682
1773.0,632.0,425.0,143.0,180.0,547.0,428.0,954.0,766.0,1046.0,69.8,851.0,593.0,115.0,21.458,52.066,42.085,20.786,31.983,104.829,142.161,14.261,39.922
1679.0,577.0,419.0,153.0,193.0,562.0,455.0,938.0,960.0,938.0,70.0,754.0,530.0,125.0,25.499,56.916,49.512,21.133,38.933,119.513,155.284,16.089,37.131
1958.0,682.0,520.0,151.0,205.0,589.0,533.0,1069.0,1005.0,1102.0,100.5,917.0,665.0,129.0,25.617,55.457,48.812,24.6,34.302,118.404,155.603,20.385,44.359
1864.0,642.0,473.0,157.0,201.0,582.0,506.0,1060.0,905.0,990.0,80.2,914.0,563.0,128.0,26.055,53.391,43.646,21.395,34.376,124.063,154.517,17.674,40.073
1747.0,607.0,474.0,160.0,201.0,592.0,548.0,1123.0,1186.0,1175.0,103.3,766.0,651.0,114.0,25.107,50.915,44.106,21.211,40.212,144.772,158.655,17.303,41.66
1780.0,623.0,464.0,146.0,194.0,553.0,530.0,937.0,839.0,1033.0,77.9,862.0,601.0,114.0,27.609,48.606,40.633,20.121,34.645,112.825,140.642,16.057,41.396
1723.0,612.0,426.0,146.0,180.0,560.0,445.0,872.0,774.0,1021.0,63.1,827.0,595.0,121.0,25.242,48.886,40.742,19.242,34.095,114.676,148.028,12.709,39.361
1881.0,672.0,544.0,158.0,210.0,606.0,577.0,1219.0,1160.0,1225.0,133.6,857.0,733.0,122.0,26.514,59.135,50.726,24.279,39.812,149.835,162.527,17.539,41.057
1794.0,613.0,443.0,148.0,184.0,565.0,488.0,885.0,776.0,947.0,63.0,842.0,550.0,130.0,23.222,55.711,49.862,24.393,31.132,111.218,144.098,16.374,43.785
1920.0,638.0,528.0,164.0,194.0,579.0,527.0,1139.0,942.0,1095.0,98.9,921.0,624.0,124.0,25.617,54.129,47.313,23.801,35.575,134.949,156.855,16.324,43.971
1749.0,602.0,434.0,146.0,186.0,549.0,438.0,916.0,777.0,1077.0,68.9,845.0,640.0,112.0,25.467,51.136,40.994,19.157,32.822,120.406,142.295,15.0,37.462
1612.0,531.0,459.0,150.0,188.0,546.0,465.0,1098.0,975.0,1060.0,79.0,732.0,600.0,121.0,30.165,51.312,43.958,21.106,35.123,112.269,146.009,13.599,41.133
1683.0,565.0,420.0,148.0,194.0,565.0,464.0,1010.0,845.0,1087.0,75.7,800.0,615.0,109.0,27.287,47.055,39.822,19.214,35.579,121.844,146.071,11.975,40.833
1949.0,706.0,481.0,151.0,205.0,598.0,535.0,983.0,950.0,1078.0,88.4,963.0,602.0,131.0,28.216,54.191,47.756,22.655,40.495,141.37,156.969,17.561,41.806
1779.0,600.0,445.0,150.0,182.0,550.0,459.0,970.0,799.0,1068.0,69.5,866.0,607.0,109.0,25.832,45.762,37.105,19.466,29.582,107.433,144.382,14.442,42.537
1696.0,585.0,481.0,142.0,189.0,556.0,491.0,1128.0,995.0,1202.0,96.3,795.0,701.0,114.0,26.43,49.922,42.933,20.349,33.146,120.603,144.482,12.943,40.761
1738.0,598.0,417.0,147.0,192.0,559.0,420.0,898.0,709.0,1026.0,62.3,810.0,564.0,113.0,25.996,48.532,41.295,19.216,35.493,108.348,144.137,11.333,39.595
1609.0,567.0,392.0,138.0,184.0,533.0,390.0,862.0,675.0,971.0,54.5,749.0,538.0,103.0,26.496,52.153,42.918,17.778,36.219,102.755,134.821,14.203,34.088
1633.0,573.0,430.0,148.0,189.0,546.0,428.0,894.0,778.0,1060.0,65.8,772.0,620.0,105.0,27.978,47.722,37.997,18.722,34.212,115.623,143.829,13.054,39.231
1520.0,527.0,429.0,144.0,170.0,515.0,415.0,924.0,754.0,1027.0,62.2,721.0,646.0,98.0,25.364,41.585,33.32,16.246,38.849,102.509,135.64,10.014,39.067
1648.0,565.0,410.0,146.0,175.0,534.0,464.0,949.0,775.0,1124.0,69.9,768.0,631.0,116.0,22.538,54.417,46.045,20.559,32.203,107.656,141.92,16.895,37.781
1692.0,613.0,436.0,163.0,191.0,584.0,490.0,966.0,885.0,975.0,73.2,760.0,542.0,104.0,27.121,58.14,48.444,18.498,43.879,117.84,158.878,11.912,31.817
1632.0,627.0,476.0,151.0,177.0,541.0,587.0,1234.0,1032.0,1200.0,97.1,739.0,720.0,110.0,24.92,56.486,46.289,19.854,33.404,130.11,150.492,14.884,35.148
1902.0,684.0,439.0,147.0,201.0,563.0,473.0,913.0,827.0,955.0,73.8,933.0,548.0,117.0,24.387,52.743,43.463,20.852,35.309,114.599,144.863,14.794,39.535
1797.0,642.0,491.0,161.0,202.0,580.0,484.0,1008.0,929.0,1012.0,79.2,858.0,573.0,121.0,27.639,50.527,42.091,19.98,37.717,121.76,153.143,15.048,39.542
1760.0,590.0,437.0,152.0,193.0,558.0,445.0,911.0,835.0,928.0,65.8,786.0,510.0,118.0,25.832,51.897,44.412,20.441,35.441,111.864,152.496,15.821,39.388
1692.0,583.0,447.0,147.0,191.0,560.0,490.0,1154.0,1015.0,1086.0,88.5,794.0,623.0,125.0,27.049,51.373,44.826,21.218,37.87,125.752,148.628,14.042,41.303
1739.0,620.0,410.0,148.0,197.0,578.0,454.0,962.0,725.0,1052.0,66.0,842.0,609.0,112.0,24.407,50.32,40.031,19.018,32.825,115.876,143.592,12.365,37.794
1730.0,609.0,464.0,144.0,190.0,550.0,451.0,1022.0,864.0,1037.0,74.0,837.0,606.0,110.0,28.516,47.857,40.579,19.457,35.961,115.473,147.938,15.836,40.657
1794.0,602.0,440.0,144.0,194.0,568.0,503.0,1056.0,885.0,1164.0,84.0,872.0,650.0,112.0,27.348,53.756,46.091,19.598,34.335,114.667,147.072,13.382,36.458
1651.0,569.0,525.0,148.0,191.0,578.0,496.0,1215.0,1020.0,1150.0,98.9,769.0,700.0,105.0,27.884,48.206,39.501,18.706,37.911,132.392,148.41,11.706,38.804
1664.0,581.0,447.0,138.0,199.0,560.0,430.0,1075.0,978.0,1118.0,84.5,793.0,666.0,119.0,21.518,52.735,46.787,23.632,32.965,111.791,133.968,12.37,44.812
1759.0,610.0,430.0,141.0,192.0,550.0,440.0,1001.0,875.0,1024.0,68.8,851.0,564.0,118.0,24.413,51.216,44.312,21.845,35.276,105.877,144.405,14.646,42.652
1648.0,605.0,393.0,150.0,193.0,565.0,416.0,888.0,743.0,980.0,60.9,872.0,571.0,120.0,26.565,48.42,38.359,17.158,39.809,114.876,144.54,12.084,35.436
1577.0,589.0,403.0,148.0,185.0,551.0,443.0,926.0,822.0,904.0,54.3,753.0,487.0,104.0,26.22,45.716,38.93,18.705,37.204,111.508,151.124,13.328,40.916
1769.0,662.0,487.0,154.0,201.0,592.0,610.0,1154.0,1057.0,1069.0,103.1,810.0,635.0,126.0,26.479,57.445,49.665,21.198,40.294,146.778,162.272,14.046,36.901
1707.0,572.0,418.0,136.0,200.0,570.0,485.0,1151.0,1029.0,1189.0,90.6,795.0,709.0,121.0,27.16,51.493,43.211,19.134,34.559,124.814,138.23,14.664,37.159
1613.0,561.0,492.0,143.0,187.0,551.0,477.0,1088.0,885.0,1165.0,86.5,758.0,712.0,107.0,25.244,47.008,36.4,17.66,33.607,124.618,141.421,14.408,37.567
1827.0,623.0,482.0,147.0,200.0,586.0,600.0,1165.0,1088.0,1100.0,106.9,814.0,634.0,114.0,26.973,51.489,44.13,21.105,37.859,122.282,157.735,15.506,40.989
1697.0,565.0,412.0,148.0,192.0,558.0,477.0,1036.0,795.0,1108.0,76.0,802.0,653.0,105.0,23.917,49.533,41.051,18.805,33.304,112.081,147.06,12.934,37.965
1762.0,623.0,465.0,145.0,193.0,559.0,489.0,1015.0,844.0,992.0,74.3,831.0,563.0,112.0,25.864,50.048,40.654,20.185,33.425,124.518,143.762,14.327,40.331
1781.0,623.0,448.0,145.0,185.0,553.0,448.0,884.0,797.0,949.0,67.0,807.0,547.0,111.0,22.222,47.765,39.349,19.366,38.727,118.499,149.185,17.927,40.544
1864.0,656.0,425.0,145.0,192.0,561.0,466.0,909.0,725.0,982.0,69.1,932.0,566.0,115.0,28.474,49.521,40.799,21.028,35.562,114.311,150.643,14.163,42.463
1701.0,594.0,404.0,146.0,180.0,528.0,451.0,896.0,778.0,1023.0,63.5,819.0,585.0,110.0,23.744,46.326,38.703,19.819,31.74,108.363,146.01,16.042,42.783
1560.0,563.0,392.0,152.0,186.0,562.0,431.0,969.0,792.0,951.0,61.8,720.0,564.0,104.0,28.013,44.95,36.833,17.333,38.47,118.571,146.429,8.919,38.561
1610.0,545.0,469.0,141.0,185.0,533.0,468.0,1067.0,929.0,1150.0,83.0,777.0,678.0,114.0,28.235,48.11,40.313,20.314,35.606,118.324,141.259,12.826,42.224
1671.0,570.0,453.0,158.0,195.0,579.0,495.0,1005.0,832.0,1041.0,78.2,800.0,639.0,120.0,28.707,51.561,42.348,19.135,40.24,111.956,153.14,13.084,37.111
1770.0,650.0,437.0,139.0,197.0,558.0,507.0,1180.0,1105.0,1234.0,106.2,792.0,746.0,118.0,26.181,50.849,41.928,19.296,35.515,121.473,145.121,12.045,37.948
1722.0,581.0,433.0,152.0,191.0,557.0,455.0,938.0,887.0,1025.0,68.4,807.0,597.0,116.0,26.333,51.497,42.992,21.212,35.77,116.685,150.077,15.929,41.19
1602.0,543.0,390.0,144.0,183.0,534.0,393.0,907.0,877.0,960.0,56.6,749.0,578.0,107.0,24.54,45.824,36.53,17.894,31.994,111.938,137.375,13.294,39.05
1750.0,627.0,457.0,157.0,197.0,578.0,510.0,1073.0,917.0,996.0,86.2,817.0,604.0,130.0,28.225,55.344,50.932,24.174,46.425,141.389,155.986,14.371,43.68
1595.0,565.0,428.0,146.0,186.0,579.0,542.0,1146.0,1030.0,1139.0,82.9,747.0,603.0,105.0,29.484,45.648,39.448,19.056,38.346,135.192,151.5,12.497,41.744
1702.0,580.0,421.0,148.0,186.0,550.0,441.0,931.0,729.0,1060.0,68.2,783.0,618.0,120.0,24.389,50.076,41.828,20.563,33.053,117.701,147.715,16.374,41.063
1771.0,612.0,434.0,142.0,185.0,541.0,445.0,982.0,810.0,1000.0,68.8,836.0,532.0,120.0,25.085,51.228,43.236,20.226,32.327,113.628,148.893,16.341,39.483
1833.0,638.0,436.0,153.0,195.0,564.0,447.0,915.0,782.0,970.0,68.8,860.0,525.0,110.0,27.759,52.271,45.442,21.228,35.562,108.343,148.228,16.219,40.612
1870.0,621.0,468.0,152.0,206.0,582.0,494.0,962.0,855.0,1042.0,86.1,879.0,610.0,125.0,28.02,56.443,47.194,21.051,37.891,135.296,160.322,14.705,37.296
1875.0,645.0,425.0,155.0,191.0,580.0,496.0,997.0,799.0,1111.0,81.7,919.0,627.0,110.0,29.438,48.744,38.907,18.801,36.667,118.015,157.016,13.231,38.572
1711.0,577.0,456.0,149.0,201.0,575.0,470.0,1156.0,1040.0,1160.0,95.2,801.0,698.0,111.0,26.456,49.033,41.15,19.652,38.076,130.912,149.481,11.857,40.078
1896.0,675.0,452.0,146.0,190.0,557.0,444.0,1041.0,940.0,1000.0,86.0,936.0,568.0,126.0,25.661,52.384,43.195,21.214,36.477,121.533,152.948,14.996,40.498
1941.0,703.0,467.0,153.0,205.0,592.0,511.0,1037.0,977.0,1109.0,93.6,944.0,658.0,124.0,30.147,50.844,40.785,21.585,41.375,123.072,153.118,13.634,42.453
1674.0,574.0,401.0,144.0,187.0,533.0,439.0,856.0,728.0,954.0,56.1,786.0,566.0,106.0,23.945,50.728,43.011,18.918,32.501,111.097,136.647,14.408,37.292
1639.0,570.0,451.0,154.0,195.0,583.0,546.0,1270.0,1200.0,1189.0,107.6,732.0,721.0,113.0,26.197,52.563,45.207,20.207,37.504,118.22,158.52,11.958,38.443
1609.0,547.0,458.0,153.0,188.0,564.0,471.0,1025.0,916.0,1096.0,74.1,745.0,639.0,112.0,28.377,49.642,42.134,20.556,37.109,123.317,142.691,14.299,41.408
1757.0,590.0,444.0,144.0,196.0,565.0,527.0,1143.0,1005.0,1214.0,97.1,845.0,720.0,121.0,25.388,49.102,40.85,18.777,37.246,122.078,143.306,12.0,38.24
1590.0,548.0,412.0,141.0,180.0,528.0,402.0,890.0,762.0,959.0,57.2,728.0,575.0,116.0,24.684,47.986,38.413,17.504,31.463,113.727,132.543,13.223,36.478
1749.0,588.0,407.0,149.0,198.0,563.0,470.0,1002.0,857.0,1017.0,74.2,824.0,618.0,124.0,24.832,53.303,45.143,20.438,35.637,114.35,150.686,12.747,38.343
1789.0,612.0,439.0,157.0,190.0,556.0,453.0,970.0,839.0,980.0,72.5,834.0,586.0,121.0,27.612,50.996,41.459,20.435,37.241,117.973,150.855,19.119,40.071
1828.0,624.0,445.0,155.0,199.0,581.0,504.0,918.0,786.0,967.0,69.2,874.0,552.0,130.0,26.131,50.773,40.933,20.425,37.742,125.943,155.643,17.793,40.227
1632.0,560.0,400.0,140.0,185.0,532.0,436.0,955.0,802.0,1026.0,62.1,777.0,583.0,109.0,23.452,49.66,40.567,17.884,31.05,116.622,136.534,13.392,36.013
1700.0,608.0,448.0,150.0,188.0,551.0,453.0,943.0,820.0,1010.0,67.5,805.0,537.0,120.0,22.572,53.278,46.735,23.234,35.789,122.596,149.523,17.287,43.609
1673.0,594.0,433.0,145.0,187.0,546.0,446.0,985.0,833.0,1125.0,75.9,808.0,644.0,112.0,24.963,47.566,42.366,21.42,38.379,115.085,146.167,11.552,45.033
1757.0,665.0,416.0,154.0,216.0,566.0,430.0,881.0,693.0,935.0,56.5,877.0,547.0,115.0,28.235,61.204,49.911,20.276,34.379,111.265,151.144,13.619,33.129
1759.0,619.0,456.0,153.0,185.0,549.0,466.0,907.0,781.0,926.0,61.5,848.0,532.0,105.0,27.605,46.355,39.199,17.524,35.797,121.602,141.992,14.976,37.803
1791.0,645.0,468.0,144.0,202.0,570.0,450.0,961.0,877.0,962.0,85.7,857.0,568.0,133.0,27.901,51.94,43.391,20.36,38.712,116.167,156.11,14.744,39.2
1665.0,596.0,434.0,146.0,181.0,557.0,479.0,1056.0,890.0,1098.0,76.7,803.0,656.0,108.0,29.791,44.356,33.702,14.514,42.492,114.685,147.07,8.217,32.721
1867.0,681.0,490.0,161.0,201.0,594.0,561.0,1137.0,1076.0,1182.0,110.9,869.0,683.0,122.0,26.614,51.597,42.815,21.309,34.879,135.216,157.871,18.487,41.299
1666.0,610.0,462.0,133.0,184.0,541.0,428.0,1184.0,999.0,1115.0,92.4,821.0,676.0,117.0,24.657,51.369,45.659,22.509,33.919,116.652,141.881,13.552,43.819
1698.0,620.0,465.0,143.0,191.0,568.0,482.0,1176.0,1028.0,1202.0,105.0,799.0,759.0,114.0,28.043,47.893,38.939,20.05,36.627,124.707,149.967,15.346,41.864
1715.0,576.0,405.0,147.0,181.0,535.0,435.0,871.0,709.0,974.0,59.2,822.0,553.0,116.0,23.663,48.929,39.971,19.608,33.198,108.356,136.504,14.776,40.075
1666.0,577.0,461.0,150.0,191.0,557.0,452.0,1019.0,958.0,1171.0,81.0,760.0,693.0,119.0,26.392,46.021,38.03,18.485,36.638,116.379,148.128,13.937,40.165
1736.0,604.0,428.0,139.0,203.0,564.0,458.0,1002.0,857.0,1145.0,78.4,802.0,666.0,127.0,24.885,51.038,41.35,20.287,33.093,116.354,138.21,13.421,39.749
1786.0,636.0,444.0,151.0,196.0,573.0,439.0,887.0,814.0,974.0,68.4,809.0,537.0,131.0,27.168,52.709,46.829,22.551,35.802,112.197,148.024,16.932,42.783
1731.0,568.0,503.0,153.0,185.0,568.0,509.0,1143.0,1008.0,1211.0,96.2,799.0,698.0,113.0,30.921,45.681,36.601,17.672,38.719,128.047,146.069,12.116,38.685
1689.0,612.0,459.0,156.0,208.0,587.0,466.0,1025.0,903.0,1005.0,75.8,823.0,576.0,124.0,28.136,48.998,39.756,21.553,35.623,127.632,149.343,19.356,43.987
1684.0,567.0,415.0,144.0,176.0,529.0,441.0,795.0,746.0,821.0,53.6,777.0,479.0,114.0,28.24,48.942,41.16,17.993,37.38,110.227,141.032,10.239,36.763
