Stature,Arm length,Shoulder breadth (bi-deltoid),Head breadth,Head depth,Head circumference,Neck base circumference,Chest circumference,Waist circumference,Hip circumference,Body mass,Crotch height,Thigh circumference,Face length,Nasal root breadth,Nose length,Nose bridge length,Nasal tip protrusion,Nose width,Bigonial breadth,Bitragion breadth,Nasal root protrusion,Relative Nasal Tip Protrusion
1643.0,570.0,393.0,139.0,185.0,540.0,414.0,891.0,753.0,1011.0,60.4,781.0,565.0,105.0,24.628,46.245,37.603,19.699,31.884,109.629,141.439,14.451,42.596
1732.0,575.0,457.0,145.0,182.0,539.0,494.0,1150.0,980.0,1153.0,91.2,813.0,681.0,112.0,23.705,47.169,39.812,18.409,32.784,116.175,141.532,12.161,39.027
1626.0,577.0,405.0,146.0,177.0,532.0,430.0,1030.0,868.0,1042.0,72.5,769.0,587.0,111.0,29.119,47.758,39.737,19.581,34.786,116.824,141.41,14.266,41.0
1623.0,573.0,441.0,151.0,181.0,542.0,469.0,1052.0,930.0,1106.0,79.3,768.0,634.0,108.0,24.05,52.682,41.734,18.67,38.491,121.241,153.265,12.504,35.44
1868.0,679.0,459.0,149.0,195.0,580.0,560.0,1310.0,1265.0,1419.0,139.2,880.0,764.0,124.0,29.646,50.882,43.142,21.95,36.298,143.371,160.052,14.753,43.138
1794.0,640.0,413.0,131.0,192.0,525.0,422.0,994.0,765.0,1060.0,70.7,884.0,595.0,106.0,24.361,44.991,36.303,18.635,33.957,108.258,141.673,13.224,41.42
1557.0,533.0,458.0,146.0,187.0,544.0,439.0,1060.0,875.0,1062.0,68.0,718.0,610.0,110.0,28.913,45.47,37.819,18.111,33.358,113.177,148.569,14.172,39.831
1708.0,581.0,403.0,151.0,196.0,578.0,431.0,983.0,764.0,1056.0,71.4,822.0,619.0,111.0,27.763,48.275,41.491,19.691,36.929,101.736,151.22,13.467,40.79
1760.0,602.0,483.0,151.0,190.0,565.0,492.0,1115.0,962.0,1058.0,95.0,819.0,624.0,132.0,26.344,55.22,46.324,21.369,38.063,140.831,158.605,12.838,38.697
1663.0,581.0,463.0,146.0,182.0,550.0,466.0,1173.0,940.0,985.0,76.6,783.0,598.0,105.0,28.196,49.185,40.083,19.157,35.267,122.518,149.208,14.3,38.949
1583.0,555.0,407.0,145.0,185.0,540.0,404.0,970.0,832.0,1035.0,63.8,747.0,620.0,119.0,26.267,49.015,41.669,19.575,36.917,108.216,143.618,13.987,39.937
1718.0,579.0,427.0,140.0,182.0,529.0,470.0,928.0,785.0,1020.0,71.0,820.0,595.0,119.0,24.108,49.021,42.248,21.266,35.47,114.338,141.422,12.287,43.381
1861.0,637.0,464.0,156.0,190.0,572.0,520.0,914.0,910.0,1042.0,77.2,933.0,609.0,131.0,25.272,55.706,47.926,21.474,37.624,123.407,158.956,13.545,38.548
1745.0,613.0,454.0,153.0,190.0,569.0,447.0,975.0,821.0,1102.0,75.7,850.0,620.0,119.0,25.701,53.912,46.98,21.771,36.384,126.257,159.716,13.539,40.383
1734.0,588.0,426.0,154.0,199.0,579.0,405.0,868.0,771.0,1030.0,63.5,830.0,559.0,114.0,24.528,48.098,38.845,19.618,33.389,113.282,150.153,14.281,40.788
1699.0,603.0,432.0,142.0,185.0,551.0,480.0,1208.0,1144.0,1197.0,106.3,810.0,695.0,106.0,28.427,53.821,46.538,21.055,36.924,131.93,150.919,12.958,39.121
1729.0,615.0,481.0,156.0,186.0,570.0,445.0,1027.0,929.0,1136.0,89.2,826.0,647.0,121.0,27.219,56.388,48.509,22.18,37.038,123.027,161.941,12.529,39.336
1641.0,547.0,365.0,139.0,195.0,568.0,411.0,845.0,702.0,963.0,55.6,743.0,576.0,115.0,21.89,53.903,45.452,20.018,32.47,109.932,141.865,14.651,37.137
1605.0,573.0,420.0,150.0,182.0,546.0,426.0,972.0,862.0,1119.0,69.9,752.0,659.0,111.0,26.905,50.572,41.905,19.389,34.178,122.132,145.187,13.798,38.339
1664.0,560.0,404.0,147.0,185.0,546.0,420.0,951.0,774.0,972.0,61.9,793.0,553.0,108.0,27.515,45.778,37.391,17.995,38.999,116.232,144.646,10.327,39.31
1686.0,593.0,404.0,144.0,183.0,529.0,399.0,887.0,735.0,905.0,54.0,816.0,531.0,107.0,25.139,52.523,42.392,17.458,33.09,105.005,145.864,11.595,33.239
1597.0,538.0,463.0,151.0,194.0,560.0,453.0,1116.0,913.0,1119.0,79.4,758.0,648.0,113.0,25.068,52.182,44.342,22.419,35.035,131.549,148.096,16.956,42.962
1811.0,601.0,450.0,141.0,205.0,580.0,460.0,942.0,775.0,1034.0,72.1,890.0,570.0,119.0,25.857,54.287,44.914,19.58,34.824,115.092,143.243,13.69,36.067
1658.0,565.0,419.0,144.0,204.0,569.0,424.0,999.0,754.0,1010.0,66.2,770.0,604.0,115.0,26.119,52.372,43.565,20.319,35.09,112.145,148.24,14.005,38.797
1436.0,496.0,413.0,151.0,184.0,560.0,404.0,864.0,695.0,950.0,50.2,641.0,564.0,96.0,26.057,46.562,37.365,16.433,35.663,113.853,136.686,14.025,35.293
1820.0,611.0,444.0,151.0,190.0,559.0,491.0,982.0,851.0,974.0,75.9,856.0,541.0,119.0,21.572,53.623,45.855,22.054,35.634,118.735,156.723,14.908,41.128
1749.0,664.0,495.0,158.0,202.0,584.0,532.0,1170.0,1063.0,1066.0,110.8,815.0,634.0,126.0,30.709,52.868,45.196,24.215,39.578,147.367,170.028,17.17,45.802
1644.0,567.0,456.0,155.0,194.0,568.0,443.0,1274.0,1115.0,1120.0,96.7,792.0,668.0,111.0,27.074,47.343,38.4,17.483,35.757,130.721,168.365,11.258,36.929
1798.0,643.0,504.0,150.0,198.0,572.0,525.0,1142.0,1085.0,1080.0,100.8,808.0,624.0,118.0,26.018,52.513,42.393,17.469,38.97,143.298,158.461,14.193,33.266
1768.0,588.0,448.0,151.0,188.0,550.0,477.0,1040.0,924.0,952.0,77.5,818.0,532.0,115.0,23.936,49.601,42.415,21.073,36.08,135.433,152.832,15.597,42.486
1755.0,603.0,470.0,149.0,192.0,560.0,477.0,1040.0,923.0,1015.0,82.7,818.0,603.0,127.0,27.425,51.606,43.087,21.12,34.304,137.546,149.625,14.477,40.925
1671.0,540.0,404.0,141.0,181.0,530.0,423.0,942.0,808.0,1050.0,66.2,774.0,613.0,106.0,20.637,48.931,38.859,17.887,29.464,115.674,144.44,13.878,36.556
1737.0,610.0,449.0,153.0,197.0,573.0,433.0,1125.0,993.0,1089.0,89.8,836.0,645.0,115.0,24.451,49.825,43.383,19.687,36.656,125.998,159.166,15.225,39.512
1628.0,562.0,388.0,142.0,194.0,556.0,390.0,887.0,762.0,982.0,64.7,772.0,581.0,110.0,27.692,42.597,34.297,17.638,35.863,114.273,146.574,12.954,41.407
1751.0,581.0,435.0,159.0,185.0,561.0,445.0,1029.0,932.0,1069.0,77.2,827.0,609.0,111.0,25.774,50.848,45.886,20.594,31.434,110.526,163.068,15.664,40.501
1676.0,603.0,485.0,143.0,186.0,549.0,484.0,1103.0,936.0,1213.0,91.0,788.0,711.0,108.0,27.108,46.761,38.938,19.905,37.909,121.74,142.764,13.33,42.567
1625.0,553.0,412.0,142.0,187.0,536.0,374.0,966.0,763.0,1090.0,70.6,753.0,628.0,107.0,25.868,44.113,33.541,17.19,33.897,110.237,141.738,13.673,38.968
1719.0,608.0,469.0,155.0,189.0,569.0,460.0,1091.0,984.0,1116.0,86.3,826.0,620.0,122.0,25.486,50.608,42.298,19.628,39.013,127.74,156.969,13.891,38.784
1633.0,555.0,424.0,150.0,181.0,540.0,464.0,1105.0,1021.0,1170.0,86.8,760.0,667.0,98.0,28.235,47.83,39.361,18.277,37.046,128.179,151.984,14.455,38.212
1543.0,494.0,405.0,150.0,193.0,568.0,431.0,924.0,758.0,920.0,53.4,679.0,522.0,122.0,32.048,49.624,40.646,17.248,36.804,120.403,145.341,9.571,34.757
1714.0,598.0,420.0,142.0,188.0,554.0,425.0,912.0,766.0,1011.0,65.6,806.0,572.0,119.0,22.174,54.327,45.939,20.339,32.892,111.047,140.559,13.304,37.439
1672.0,585.0,378.0,143.0,173.0,520.0,451.0,1020.0,869.0,1061.0,74.5,789.0,624.0,111.0,22.306,52.352,46.457,20.484,35.357,116.651,141.393,12.817,39.128
1730.0,623.0,471.0,152.0,183.0,551.0,435.0,1102.0,1011.0,1165.0,91.6,841.0,726.0,112.0,30.669,47.102,41.225,21.045,34.307,120.604,153.113,12.582,44.68
1629.0,575.0,393.0,151.0,192.0,561.0,440.0,922.0,766.0,956.0,60.8,755.0,550.0,109.0,25.433,49.916,43.523,22.354,32.743,110.725,144.197,15.057,44.783
1612.0,521.0,396.0,147.0,200.0,553.0,419.0,882.0,640.0,965.0,55.6,706.0,539.0,103.0,23.098,51.706,43.666,19.081,34.037,101.101,144.095,11.773,36.903
1742.0,650.0,452.0,162.0,198.0,584.0,505.0,1131.0,975.0,1286.0,115.8,843.0,762.0,108.0,30.108,47.877,40.625,20.002,41.561,160.465,168.582,13.824,41.778
1667.0,596.0,382.0,141.0,187.0,532.0,425.0,885.0,708.0,1016.0,62.0,782.0,585.0,122.0,24.051,49.193,42.364,21.753,34.525,106.414,147.945,14.111,44.219
1810.0,657.0,435.0,143.0,191.0,544.0,483.0,1043.0,905.0,1099.0,82.3,903.0,647.0,112.0,25.721,48.846,40.788,18.298,33.948,123.195,145.356,16.943,37.461
1772.0,609.0,480.0,155.0,199.0,575.0,488.0,993.0,856.0,1015.0,82.5,802.0,610.0,120.0,25.682,58.008,49.642,22.272,37.866,130.47,150.652,13.977,38.394
2017.0,748.0,501.0,157.0,199.0,599.0,479.0,1104.0,1005.0,1111.0,103.2,982.0,612.0,122.0,24.887,56.234,48.366,24.36,39.403,140.312,165.712,17.394,43.319
1640.0,592.0,403.0,143.0,184.0,543.0,437.0,917.0,713.0,967.0,58.6,788.0,520.0,113.0,26.488,49.81,40.817,19.659,35.324,111.157,144.571,13.355,39.467
1854.0,663.0,474.0,154.0,193.0,577.0,482.0,1015.0,891.0,985.0,78.4,871.0,540.0,135.0,28.918,54.248,45.134,21.569,38.026,126.317,148.142,17.923,39.759
1772.0,651.0,465.0,151.0,202.0,575.0,507.0,1062.0,1060.0,1037.0,91.5,851.0,623.0,121.0,28.012,52.701,45.326,21.153,42.155,126.532,147.154,16.762,40.138
1782.0,635.0,457.0,147.0,193.0,560.0,486.0,1042.0,920.0,955.0,80.3,812.0,572.0,117.0,24.904,52.064,45.185,20.431,39.964,123.018,162.378,16.348,39.242
1810.0,637.0,445.0,153.0,202.0,580.0,490.0,992.0,929.0,1000.0,81.4,876.0,586.0,131.0,28.439,56.22,47.975,21.377,43.328,113.879,153.002,20.087,38.023
1687.0,611.0,493.0,153.0,190.0,564.0,496.0,1031.0,904.0,1004.0,78.0,764.0,594.0,111.0,30.805,47.602,40.929,21.457,39.525,125.011,160.403,15.44,45.076
1848.0,668.0,485.0,145.0,203.0,571.0,524.0,1089.0,1052.0,1016.0,85.5,844.0,563.0,125.0,27.119,54.9,47.099,21.834,33.433,119.936,150.233,13.85,39.771
1927.0,713.0,493.0,159.0,209.0,611.0,545.0,1027.0,976.0,1125.0,100.7,910.0,669.0,133.0,29.37,56.325,45.62,21.843,39.772,143.958,159.958,15.491,38.78
1725.0,617.0,540.0,156.0,200.0,575.0,496.0,1195.0,1082.0,1065.0,98.8,770.0,602.0,125.0,26.859,48.482,42.808,22.611,39.575,137.781,154.509,15.904,46.638
1933.0,675.0,493.0,159.0,204.0,589.0,479.0,1162.0,1112.0,1140.0,107.0,917.0,649.0,135.0,24.472,54.526,43.242,19.967,33.203,124.959,156.276,17.526,36.62
1851.0,700.0,475.0,147.0,205.0,574.0,537.0,1059.0,972.0,1035.0,87.5,892.0,569.0,134.0,25.555,56.804,47.683,22.19,34.478,132.146,152.111,16.515,39.064
1813.0,660.0,477.0,145.0,190.0,548.0,465.0,932.0,790.0,947.0,71.5,843.0,522.0,123.0,23.441,57.872,49.445,23.143,36.469,115.96,149.628,16.381,39.989
1808.0,636.0,470.0,166.0,193.0,583.0,480.0,984.0,915.0,1000.0,81.3,860.0,568.0,122.0,25.918,55.972,48.901,22.155,37.908,125.561,167.209,13.938,39.583
1809.0,653.0,488.0,154.0,201.0,573.0,518.0,1084.0,939.0,994.0,86.3,858.0,564.0,120.0,25.919,51.76,42.622,22.09,41.346,136.982,153.524,18.341,42.677
1724.0,597.0,444.0,155.0,196.0,576.0,485.0,1059.0,917.0,994.0,89.0,801.0,518.0,119.0,28.362,53.94,45.311,20.819,32.95,124.062,152.251,14.373,38.596
1719.0,628.0,507.0,154.0,194.0,564.0,523.0,1081.0,997.0,1045.0,91.3,760.0,589.0,115.0,25.259,52.681,46.582,20.862,41.06,145.869,158.054,14.732,39.601
1826.0,680.0,492.0,161.0,198.0,579.0,511.0,1042.0,928.0,1021.0,81.0,847.0,568.0,137.0,28.413,53.485,46.392,24.564,39.121,129.361,160.517,15.129,45.926
1840.0,648.0,490.0,148.0,205.0,583.0,494.0,1096.0,998.0,1103.0,98.2,824.0,637.0,133.0,25.292,55.326,44.068,21.554,35.462,137.725,156.421,15.994,38.958
1717.0,630.0,453.0,147.0,209.0,575.0,451.0,1008.0,844.0,995.0,74.4,767.0,543.0,129.0,29.332,55.239,45.595,20.449,36.241,119.286,155.75,14.644,37.02
1913.0,701.0,492.0,156.0,202.0,590.0,518.0,994.0,923.0,1040.0,90.4,905.0,569.0,117.0,32.334,53.16,43.438,20.871,36.825,127.552,155.27,17.247,39.261
1855.0,679.0,459.0,150.0,190.0,547.0,451.0,944.0,957.0,999.0,77.2,859.0,536.0,121.0,22.981,56.017,48.586,23.514,37.645,113.943,149.543,14.279,41.977
1785.0,637.0,461.0,149.0,195.0,563.0,480.0,949.0,835.0,956.0,69.8,818.0,551.0,121.0,26.591,52.24,46.163,22.28,34.895,127.846,151.427,15.783,42.649
1869.0,627.0,486.0,158.0,192.0,568.0,543.0,1026.0,930.0,1071.0,89.0,862.0,607.0,117.0,27.693,50.012,41.266,22.044,41.384,122.155,153.846,18.039,44.078
1812.0,638.0,477.0,155.0,202.0,582.0,507.0,1116.0,950.0,1002.0,90.4,848.0,542.0,129.0,27.251,56.338,47.164,24.595,37.161,126.388,164.349,17.906,43.657
1875.0,669.0,478.0,165.0,191.0,588.0,490.0,1019.0,927.0,1066.0,91.7,889.0,613.0,125.0,24.096,58.748,48.502,21.462,34.67,128.388,159.481,13.842,36.533
1860.0,687.0,468.0,159.0,205.0,602.0,466.0,948.0,844.0,977.0,75.8,871.0,533.0,132.0,26.908,57.561,49.81,25.389,33.945,116.278,164.264,19.864,44.108
1795.0,652.0,557.0,159.0,200.0,579.0,518.0,1293.0,1045.0,1139.0,108.0,788.0,625.0,120.0,28.446,55.709,44.86,21.025,36.162,127.191,156.527,17.454,37.74
1772.0,661.0,472.0,152.0,210.0,605.0,495.0,1186.0,1009.0,1035.0,92.6,889.0,567.0,131.0,27.33,56.236,50.13,22.527,40.357,136.596,158.029,14.343,40.059
1904.0,658.0,477.0,162.0,193.0,587.0,514.0,1115.0,1150.0,1209.0,117.0,897.0,732.0,121.0,29.359,54.541,43.789,21.177,38.95,120.979,172.894,16.082,38.827
1835.0,644.0,483.0,155.0,198.0,572.0,514.0,1043.0,941.0,1010.0,86.1,857.0,629.0,125.0,29.429,52.587,43.999,21.608,38.408,146.002,159.022,19.034,41.089
1812.0,670.0,464.0,144.0,201.0,570.0,495.0,1123.0,881.0,1126.0,87.8,889.0,649.0,119.0,25.386,53.174,44.368,22.497,35.358,131.032,145.649,15.517,42.308
1541.0,579.0,382.0,142.0,187.0,538.0,422.0,888.0,650.0,928.0,48.3,726.0,504.0,116.0,22.485,52.937,46.548,20.292,31.034,105.264,144.092,13.582,38.332
1715.0,600.0,459.0,142.0,185.0,531.0,442.0,1042.0,1040.0,1144.0,87.4,774.0,696.0,114.0,24.908,47.567,39.466,18.512,31.843,120.277,143.217,11.771,38.918
1779.0,613.0,432.0,151.0,196.0,568.0,493.0,1174.0,1114.0,1130.0,97.2,840.0,650.0,108.0,29.342,43.776,36.476,17.47,38.177,123.863,149.6,10.884,39.909
1787.0,631.0,451.0,146.0,201.0,575.0,474.0,1083.0,894.0,1245.0,94.0,880.0,715.0,121.0,23.354,50.433,40.96,20.633,33.588,119.405,146.201,13.444,40.911
1702.0,594.0,412.0,149.0,200.0,569.0,447.0,952.0,820.0,915.0,60.7,847.0,499.0,127.0,22.43,56.491,49.318,23.032,33.193,116.768,142.462,15.223,40.771
1657.0,580.0,483.0,151.0,184.0,559.0,515.0,1286.0,1189.0,1262.0,109.7,803.0,711.0,122.0,25.955,50.453,45.82,23.467,35.02,126.231,153.976,15.373,46.513
1698.0,578.0,420.0,145.0,179.0,545.0,418.0,882.0,789.0,980.0,59.4,781.0,552.0,111.0,27.493,48.727,42.308,20.227,38.902,106.399,142.42,14.239,41.512
1589.0,568.0,433.0,146.0,183.0,544.0,520.0,1220.0,1085.0,1085.0,93.2,738.0,665.0,105.0,25.01,48.028,38.993,16.904,37.374,133.696,151.133,11.274,35.196
1705.0,611.0,434.0,145.0,178.0,533.0,484.0,1080.0,905.0,1075.0,77.7,814.0,637.0,114.0,26.493,51.704,43.306,19.858,39.8,115.926,145.043,14.522,38.407
1591.0,569.0,471.0,150.0,186.0,551.0,439.0,1102.0,937.0,1126.0,80.4,722.0,650.0,118.0,23.902,50.785,42.548,20.628,35.535,121.422,150.983,13.65,40.619
1807.0,631.0,469.0,159.0,195.0,573.0,470.0,1059.0,954.0,1016.0,82.6,825.0,546.0,125.0,25.124,54.703,47.055,22.486,36.419,114.084,154.149,16.073,41.106
1615.0,578.0,392.0,140.0,189.0,539.0,415.0,883.0,790.0,983.0,58.0,751.0,550.0,115.0,23.872,49.353,42.852,19.379,33.449,105.183,141.53,12.853,39.267
1801.0,615.0,444.0,159.0,192.0,574.0,496.0,1029.0,928.0,970.0,81.2,844.0,534.0,115.0,27.529,50.854,42.038,22.158,37.44,136.211,155.702,15.858,43.571
1722.0,579.0,416.0,139.0,194.0,539.0,434.0,927.0,790.0,1021.0,67.7,816.0,580.0,113.0,24.431,48.83,42.529,20.965,33.246,110.345,137.908,12.578,42.936
1941.0,662.0,456.0,152.0,206.0,590.0,455.0,978.0,852.0,978.0,82.6,910.0,541.0,121.0,29.371,52.57,44.952,24.129,37.869,121.086,161.231,15.927,45.899
1684.0,558.0,425.0,138.0,176.0,523.0,452.0,900.0,795.0,1066.0,60.2,786.0,523.0,101.0,26.303,44.885,36.222,18.021,33.444,115.256,138.88,12.646,40.149
1834.0,618.0,419.0,142.0,194.0,557.0,428.0,911.0,735.0,1015.0,70.5,885.0,607.0,108.0,25.258,47.648,39.491,19.361,33.662,108.554,145.397,13.469,40.633
1654.0,557.0,426.0,147.0,201.0,568.0,470.0,1004.0,830.0,1055.0,71.8,775.0,601.0,109.0,25.53,44.892,36.985,17.997,34.68,114.996,154.685,14.618,40.09
1664.0,607.0,441.0,158.0,187.0,564.0,513.0,1112.0,992.0,1052.0,83.5,786.0,562.0,124.0,30.828,45.114,37.24,18.359,39.07,124.769,153.147,14.744,40.694
1639.0,579.0,409.0,146.0,182.0,540.0,494.0,1100.0,928.0,1050.0,76.9,731.0,591.0,109.0,27.851,51.617,44.985,20.801,37.509,125.444,154.645,12.838,40.298
1756.0,612.0,427.0,140.0,192.0,548.0,464.0,951.0,897.0,916.0,64.4,818.0,492.0,127.0,22.901,55.937,48.421,21.837,34.738,115.293,143.66,15.222,39.039
1765.0,644.0,503.0,150.0,205.0,591.0,469.0,1193.0,1063.0,1082.0,101.7,817.0,640.0,116.0,25.755,48.48,36.398,18.321,38.158,121.198,147.363,14.745,37.791
1600.0,563.0,503.0,140.0,195.0,568.0,476.0,1261.0,1134.0,1198.0,102.0,717.0,716.0,119.0,24.193,54.882,48.689,22.259,38.244,130.212,150.692,14.825,40.557
1722.0,614.0,433.0,142.0,183.0,535.0,464.0,911.0,792.0,945.0,66.9,803.0,543.0,115.0,27.601,48.052,38.784,18.488,37.873,119.922,150.172,16.526,38.474
1721.0,598.0,424.0,135.0,190.0,548.0,440.0,1151.0,909.0,1080.0,82.2,807.0,606.0,109.0,28.721,46.659,37.892,18.393,32.851,123.533,140.733,12.069,39.42
1727.0,604.0,438.0,146.0,198.0,562.0,464.0,1146.0,968.0,1215.0,97.3,778.0,670.0,105.0,30.052,50.563,42.437,18.777,40.172,125.251,150.655,12.182,37.136
1711.0,599.0,449.0,160.0,188.0,565.0,521.0,1259.0,1280.0,1219.0,113.5,794.0,714.0,125.0,29.721,49.421,44.965,21.194,39.164,132.101,161.094,9.678,42.885
1674.0,563.0,450.0,137.0,194.0,554.0,460.0,983.0,797.0,1033.0,65.6,767.0,589.0,110.0,21.424,44.737,35.901,17.6,31.14,108.512,138.64,11.746,39.341
1622.0,546.0,405.0,147.0,181.0,541.0,447.0,901.0,750.0,984.0,57.2,766.0,579.0,116.0,25.685,46.163,38.548,17.888,35.136,105.536,142.213,13.098,38.749
1874.0,632.0,507.0,161.0,200.0,584.0,482.0,1056.0,1023.0,1056.0,98.6,832.0,608.0,129.0,25.654,54.505,45.555,23.697,36.35,143.059,157.942,15.533,43.477
1752.0,612.0,428.0,156.0,190.0,566.0,435.0,986.0,838.0,1085.0,75.4,831.0,613.0,120.0,27.135,51.118,47.488,23.949,34.873,120.269,148.797,14.371,46.85
1710.0,605.0,445.0,145.0,196.0,568.0,455.0,1177.0,943.0,1150.0,88.0,778.0,650.0,128.0,26.868,51.378,42.882,21.762,31.296,126.186,147.909,14.529,42.356
1607.0,575.0,505.0,144.0,183.0,537.0,480.0,1144.0,983.0,1096.0,81.0,756.0,639.0,107.0,27.939,47.781,39.725,18.747,38.156,137.442,148.771,13.325,39.236
1893.0,682.0,479.0,163.0,211.0,613.0,496.0,1010.0,944.0,1011.0,85.4,910.0,551.0,123.0,30.38,52.945,43.42,21.456,35.384,124.772,161.256,19.102,40.525
1874.0,692.0,490.0,150.0,203.0,594.0,520.0,1100.0,1005.0,1059.0,98.8,842.0,630.0,118.0,27.63,56.224,48.413,21.613,40.733,119.849,151.568,14.152,38.44
1656.0,600.0,391.0,138.0,187.0,539.0,428.0,910.0,720.0,925.0,52.3,775.0,520.0,115.0,24.803,47.232,38.772,18.26,36.539,103.236,137.298,10.475,38.661
1763.0,652.0,461.0,159.0,196.0,574.0,427.0,981.0,789.0,963.0,71.5,844.0,533.0,131.0,25.788,49.762,41.227,20.691,33.944,107.635,152.565,16.511,41.58
1843.0,657.0,486.0,158.0,202.0,592.0,550.0,1125.0,1053.0,1032.0,98.2,843.0,588.0,125.0,29.57,59.296,49.457,22.322,40.653,134.931,168.151,17.197,37.645
1538.0,554.0,398.0,142.0,184.0,547.0,459.0,1177.0,909.0,944.0,71.5,730.0,562.0,107.0,22.253,53.665,43.886,17.268,33.079,112.369,140.736,12.428,32.178
1704.0,641.0,464.0,158.0,203.0,576.0,523.0,1261.0,1109.0,1081.0,103.9,759.0,514.0,126.0,26.482,56.509,46.697,19.296,40.881,146.174,162.287,13.905,34.146
1638.0,590.0,473.0,154.0,193.0,575.0,524.0,1286.0,1140.0,1075.0,106.9,696.0,653.0,117.0,29.081,49.557,42.13,19.048,43.143,157.498,160.926,15.654,38.437
1959.0,685.0,497.0,148.0,201.0,571.0,528.0,1064.0,1036.0,1088.0,105.1,877.0,609.0,121.0,29.896,52.836,44.034,22.083,42.277,143.531,162.97,12.633,41.795
1919.0,655.0,519.0,148.0,204.0,579.0,494.0,1210.0,1080.0,1122.0,112.9,912.0,647.0,126.0,27.226,48.266,43.15,23.936,42.354,129.302,149.577,13.387,49.592
1635.0,555.0,421.0,149.0,185.0,540.0,410.0,1045.0,837.0,1056.0,74.1,760.0,610.0,116.0,25.272,48.007,39.357,18.134,31.983,106.337,144.745,13.925,37.773
1687.0,591.0,435.0,152.0,189.0,555.0,458.0,962.0,773.0,1169.0,75.1,789.0,686.0,116.0,25.342,51.429,44.016,19.7,33.27,108.884,149.751,13.666,38.305
1691.0,548.0,404.0,158.0,185.0,558.0,455.0,915.0,780.0,1053.0,68.3,787.0,617.0,111.0,23.816,48.078,39.739,19.091,32.035,116.96,146.082,14.589,39.708
1619.0,586.0,421.0,150.0,184.0,560.0,458.0,931.0,788.0,1039.0,66.6,763.0,611.0,103.0,32.096,48.222,39.242,18.521,38.648,117.145,150.263,12.543,38.408
1659.0,590.0,472.0,159.0,195.0,580.0,511.0,1055.0,934.0,1096.0,86.3,784.0,626.0,117.0,27.238,50.454,45.122,21.217,40.929,141.391,162.756,14.628,42.052
1710.0,621.0,419.0,147.0,189.0,560.0,452.0,909.0,746.0,1041.0,64.4,802.0,569.0,115.0,25.589,48.331,38.941,20.245,35.086,101.238,140.97,15.901,41.889
1731.0,621.0,444.0,143.0,194.0,564.0,461.0,990.0,903.0,988.0,79.0,783.0,562.0,120.0,25.245,52.841,43.883,20.583,36.222,125.365,145.034,19.056,38.953
1640.0,575.0,444.0,146.0,187.0,546.0,517.0,1010.0,1011.0,1122.0,93.9,773.0,717.0,122.0,26.519,44.861,36.83,16.475,38.127,103.331,140.768,10.197,36.724
1678.0,610.0,398.0,154.0,186.0,558.0,439.0,1072.0,857.0,1098.0,77.9,805.0,665.0,103.0,27.251,43.256,34.532,17.944,35.291,119.963,154.217,12.638,41.484
1749.0,631.0,488.0,152.0,189.0,557.0,476.0,1026.0,1000.0,1049.0,85.5,818.0,598.0,131.0,27.812,55.59,48.329,22.604,34.089,125.463,155.485,18.988,40.663
1793.0,630.0,488.0,152.0,190.0,565.0,508.0,1064.0,933.0,1057.0,86.8,874.0,635.0,118.0,27.83,52.29,43.675,21.008,38.575,132.767,152.525,15.315,40.176
1859.0,708.0,497.0,162.0,201.0,590.0,470.0,1175.0,1045.0,1110.0,110.4,886.0,661.0,116.0,27.895,45.956,36.783,19.359,35.254,141.925,158.483,12.228,42.126
1715.0,600.0,408.0,147.0,194.0,562.0,434.0,1001.0,856.0,1010.0,76.9,794.0,603.0,134.0,29.097,50.932,42.535,19.844,37.389,118.114,148.307,15.292,38.963
1845.0,647.0,465.0,154.0,203.0,586.0,470.0,1018.0,946.0,1026.0,90.6,910.0,604.0,137.0,26.777,55.854,47.069,22.385,32.373,117.441,153.567,16.887,40.078
1557.0,584.0,443.0,150.0,190.0,561.0,491.0,1278.0,1030.0,1165.0,96.2,734.0,662.0,121.0,25.847,48.305,38.839,18.882,34.677,129.798,151.449,14.358,39.09
1736.0,616.0,402.0,141.0,192.0,530.0,418.0,909.0,771.0,954.0,59.7,869.0,550.0,111.0,25.074,48.97,39.426,18.126,33.821,110.9,141.915,11.452,37.015
1685.0,571.0,441.0,153.0,191.0,569.0,430.0,905.0,791.0,1105.0,74.0,789.0,646.0,123.0,25.282,49.663,46.079,24.874,33.119,111.683,143.738,13.46,50.085
1753.0,624.0,485.0,150.0,193.0,592.0,487.0,1094.0,926.0,1177.0,91.9,808.0,666.0,132.0,24.953,56.221,49.487,22.282,35.247,128.884,151.992,15.51,39.633
1661.0,590.0,395.0,141.0,190.0,530.0,432.0,887.0,675.0,937.0,55.0,797.0,528.0,106.0,26.91,46.199,38.106,17.581,34.711,104.071,137.619,14.274,38.056
1705.0,580.0,392.0,147.0,190.0,550.0,410.0,845.0,647.0,940.0,55.2,825.0,567.0,105.0,26.849,47.34,41.79,20.617,34.027,111.125,140.043,11.784,43.552
2019.0,708.0,564.0,158.0,212.0,612.0,518.0,1225.0,1129.0,1190.0,132.0,900.0,690.0,121.0,31.447,50.033,42.362,23.544,42.157,140.87,162.49,17.899,47.057
1643.0,607.0,396.0,147.0,172.0,523.0,473.0,1003.0,917.0,1090.0,75.2,817.0,641.0,104.0,23.171,52.658,47.208,20.797,32.361,110.341,151.835,12.915,39.494
