Stature,"Eye height, standing",Shoulder height,"Elbow height, standing","Fist height, standing","Thigh clearance, sitting",Shoulder-elbow length,"Elbow height, sitting","Popliteal height, sitting","Shoulder height, sitting","Eye height, sitting",Sitting height,Reach depth,Arm length,Breadth over the elbows,Shoulder breadth (bi-deltoid),"Hip breadth, sitting",Abdominal depth,Elbow-grip length,Buttock-popliteal depth,"Buttock-knee depth, sitting",Foot length,Foot breadth,Hand length,Hand width (without thumb),Thumb breadth,Forefinger breadth,Grip circumference,Ear length,Body mass,Maximum gripping force,Pushing force with 2 hands,Pulling force 1 hand,Torque with two hands,Rotation of head towards left,Rotation of head towards right,Rotation of head backwards,Rotation of head toward chest,Bending of head towards right shoulder,Bending of head towards left shoulder,Pronation,Supination,Extension hand,Flexion hand,Radial deviation,Ulnar deviation,Forefinger flexion,Step-up height
1661.0,1543.0,1374.0,1039.0,783.0,139.0,335.0,245.0,445.0,580.0,750.0,868.0,445.0,681.0,515.0,449.0,413.0,326.0,326.0,496.0,618.0,249.0,95.0,179.0,80.0,21.0,15.0,11.0,68.0,81.2,294.0,216.0,206.0,5.0,43.0,41.0,38.0,21.0,22.0,22.0,104.0,80.0,70.0,68.0,40.0,22.0,55.0,120.0
1572.0,1478.0,1287.0,967.0,716.0,155.0,320.0,198.0,413.0,518.0,710.0,803.0,419.0,674.0,460.0,405.0,427.0,262.0,298.0,496.0,609.0,224.0,84.0,170.0,81.0,23.0,18.0,11.0,66.0,60.5,235.0,250.0,180.0,4.0,73.0,64.0,59.0,26.0,37.0,43.0,92.0,84.0,82.0,75.0,51.0,23.0,50.0,120.0
1625.0,1510.0,1329.0,995.0,719.0,128.0,334.0,226.0,427.0,560.0,741.0,857.0,420.0,645.0,367.0,389.0,369.0,242.0,309.0,473.0,589.0,243.0,96.0,176.0,80.0,21.0,17.0,13.0,71.0,57.8,235.0,378.0,293.0,5.0,64.0,65.0,57.0,16.0,36.0,36.0,121.0,91.0,61.0,62.0,44.0,34.0,49.0,120.0
1781.0,1681.0,1443.0,1067.0,748.0,126.0,376.0,180.0,491.0,556.0,794.0,895.0,506.0,788.0,511.0,457.0,418.0,291.0,367.0,523.0,641.0,275.0,99.0,210.0,87.0,24.0,19.0,14.0,71.0,74.7,412.0,520.0,421.0,7.0,58.0,58.0,67.0,22.0,31.0,26.0,97.0,69.0,58.0,69.0,58.0,19.0,40.0,170.0
1550.0,1425.0,1247.0,935.0,654.0,137.0,312.0,181.0,387.0,494.0,672.0,797.0,429.0,683.0,485.0,420.0,401.0,295.0,321.0,487.0,596.0,227.0,82.0,170.0,75.0,20.0,15.0,11.0,67.0,61.6,226.0,245.0,166.0,3.0,47.0,48.0,59.0,12.0,20.0,19.0,99.0,25.0,58.0,69.0,29.0,27.0,40.0,170.0
1757.0,1639.0,1456.0,1096.0,819.0,99.0,360.0,231.0,505.0,592.0,774.0,892.0,431.0,696.0,508.0,449.0,419.0,320.0,320.0,485.0,587.0,233.0,95.0,161.0,80.0,22.0,15.0,11.0,70.0,74.5,294.0,167.0,164.0,5.0,38.0,35.0,29.0,16.0,24.0,21.0,79.0,65.0,49.0,42.0,41.0,19.0,57.0,120.0
1708.0,1594.0,1405.0,1053.0,759.0,139.0,352.0,258.0,467.0,609.0,799.0,912.0,471.0,732.0,538.0,460.0,399.0,297.0,342.0,451.0,580.0,262.0,104.0,191.0,92.0,26.0,18.0,12.0,70.0,74.8,530.0,647.0,331.0,11.0,58.0,58.0,40.0,34.0,15.0,20.0,94.0,70.0,58.0,78.0,37.0,17.0,50.0,170.0
1766.0,1670.0,1443.0,1080.0,756.0,139.0,363.0,253.0,496.0,616.0,843.0,939.0,475.0,734.0,473.0,443.0,409.0,297.0,361.0,505.0,618.0,273.0,106.0,193.0,88.0,24.0,19.0,13.0,64.0,79.2,422.0,461.0,395.0,8.0,49.0,63.0,57.0,29.0,30.0,36.0,111.0,99.0,71.0,65.0,42.0,28.0,48.0,170.0
1710.0,1596.0,1416.0,1049.0,743.0,135.0,367.0,207.0,482.0,574.0,754.0,868.0,475.0,714.0,520.0,471.0,401.0,324.0,349.0,502.0,627.0,263.0,101.0,186.0,89.0,25.0,18.0,13.0,74.0,79.2,343.0,314.0,245.0,4.0,50.0,66.0,37.0,35.0,24.0,29.0,137.0,65.0,31.0,56.0,59.0,15.0,73.0,170.0
1710.0,1594.0,1452.0,1073.0,756.0,135.0,378.0,204.0,487.0,583.0,725.0,841.0,474.0,792.0,512.0,447.0,418.0,322.0,364.0,505.0,609.0,251.0,89.0,179.0,83.0,24.0,18.0,12.0,76.0,78.1,383.0,338.0,263.0,3.0,36.0,44.0,42.0,20.0,19.0,14.0,122.0,56.0,45.0,52.0,40.0,13.0,30.0,170.0
1703.0,1599.0,1407.0,1061.0,772.0,141.0,346.0,255.0,422.0,600.0,792.0,897.0,445.0,687.0,471.0,439.0,370.0,280.0,325.0,478.0,607.0,237.0,91.0,178.0,78.0,19.0,16.0,13.0,69.0,63.8,294.0,304.0,202.0,6.0,54.0,50.0,36.0,26.0,35.0,32.0,87.0,62.0,52.0,72.0,36.0,8.0,35.0,170.0
1572.0,1465.0,1282.0,957.0,707.0,153.0,325.0,200.0,407.0,525.0,707.0,814.0,435.0,685.0,509.0,432.0,436.0,353.0,308.0,500.0,618.0,240.0,94.0,180.0,82.0,19.0,16.0,13.0,67.0,76.8,255.0,260.0,340.0,7.0,52.0,61.0,47.0,8.0,15.0,30.0,82.0,71.0,82.0,84.0,51.0,27.0,60.0,210.0
1510.0,1405.0,1200.0,909.0,670.0,115.0,291.0,207.0,409.0,498.0,703.0,808.0,400.0,616.0,413.0,389.0,378.0,302.0,281.0,465.0,567.0,239.0,93.0,175.0,73.0,21.0,15.0,14.0,70.0,48.7,157.0,128.0,112.0,3.0,70.0,66.0,36.0,22.0,31.0,34.0,111.0,97.0,87.0,77.0,45.0,25.0,68.0,120.0
1781.0,1681.0,1445.0,1077.0,770.0,126.0,368.0,235.0,469.0,603.0,839.0,939.0,495.0,788.0,496.0,462.0,401.0,246.0,377.0,489.0,607.0,270.0,107.0,202.0,92.0,23.0,19.0,13.0,72.0,79.1,520.0,451.0,316.0,10.0,52.0,62.0,41.0,10.0,24.0,25.0,102.0,85.0,62.0,51.0,39.0,19.0,44.0,170.0
1661.0,1556.0,1369.0,1033.0,721.0,128.0,337.0,235.0,438.0,572.0,759.0,863.0,467.0,678.0,423.0,419.0,401.0,260.0,350.0,478.0,598.0,241.0,100.0,184.0,84.0,21.0,17.0,13.0,69.0,60.6,334.0,280.0,232.0,3.0,88.0,81.0,32.0,39.0,42.0,34.0,111.0,78.0,76.0,81.0,53.0,26.0,61.0,170.0
1708.0,1610.0,1407.0,1054.0,763.0,130.0,353.0,218.0,482.0,572.0,774.0,872.0,464.0,654.0,495.0,443.0,405.0,338.0,341.0,516.0,638.0,285.0,100.0,183.0,89.0,24.0,20.0,12.0,75.0,81.5,294.0,314.0,227.0,3.0,17.0,42.0,37.0,4.0,12.0,12.0,128.0,73.0,61.0,58.0,41.0,10.0,58.0,170.0
1741.0,1679.0,1447.0,1111.0,777.0,106.0,336.0,287.0,471.0,623.0,855.0,917.0,487.0,783.0,408.0,429.0,370.0,289.0,354.0,480.0,609.0,264.0,97.0,194.0,90.0,25.0,19.0,14.0,75.0,62.5,353.0,196.0,189.0,3.0,48.0,52.0,44.0,40.0,23.0,30.0,94.0,119.0,62.0,66.0,42.0,16.0,55.0,350.0
1634.0,1516.0,1327.0,985.0,754.0,124.0,342.0,203.0,427.0,545.0,734.0,852.0,453.0,681.0,491.0,456.0,373.0,304.0,324.0,505.0,612.0,254.0,95.0,179.0,82.0,20.0,16.0,13.0,73.0,73.6,412.0,343.0,273.0,2.0,49.0,65.0,45.0,15.0,21.0,35.0,92.0,94.0,63.0,80.0,44.0,25.0,73.0,170.0
1866.0,1775.0,1541.0,1164.0,823.0,146.0,377.0,275.0,498.0,652.0,886.0,977.0,497.0,741.0,506.0,435.0,379.0,284.0,373.0,509.0,638.0,280.0,101.0,205.0,95.0,25.0,19.0,14.0,71.0,80.2,500.0,486.0,396.0,6.0,63.0,70.0,37.0,39.0,39.0,39.0,101.0,85.0,54.0,71.0,60.0,19.0,57.0,260.0
1659.0,1547.0,1336.0,990.0,705.0,137.0,346.0,181.0,478.0,527.0,739.0,850.0,471.0,683.0,553.0,467.0,433.0,396.0,341.0,525.0,663.0,266.0,97.0,192.0,88.0,23.0,18.0,13.0,76.0,82.4,275.0,255.0,298.0,3.0,43.0,52.0,29.0,13.0,13.0,28.0,101.0,79.0,66.0,72.0,38.0,29.0,37.0,120.0
1641.0,1510.0,1327.0,1001.0,763.0,130.0,326.0,225.0,436.0,551.0,734.0,866.0,444.0,667.0,483.0,422.0,401.0,280.0,322.0,478.0,594.0,239.0,100.0,175.0,80.0,20.0,15.0,13.0,67.0,64.7,216.0,211.0,197.0,3.0,61.0,67.0,46.0,28.0,42.0,27.0,84.0,86.0,73.0,69.0,40.0,20.0,43.0,210.0
1808.0,1703.0,1481.0,1113.0,803.0,128.0,368.0,260.0,494.0,627.0,850.0,955.0,513.0,752.0,552.0,480.0,460.0,360.0,373.0,489.0,643.0,292.0,108.0,215.0,96.0,28.0,20.0,15.0,80.0,97.8,412.0,422.0,294.0,4.0,51.0,58.0,45.0,50.0,27.0,30.0,85.0,71.0,55.0,72.0,52.0,22.0,63.0,
1646.0,1541.0,1318.0,1011.0,750.0,133.0,307.0,231.0,451.0,538.0,761.0,866.0,412.0,618.0,428.0,431.0,397.0,242.0,283.0,469.0,587.0,243.0,88.0,175.0,84.0,22.0,16.0,13.0,69.0,61.4,275.0,378.0,302.0,3.0,66.0,72.0,66.0,20.0,25.0,42.0,88.0,78.0,77.0,79.0,52.0,18.0,57.0,170.0
1690.0,1592.0,1405.0,1060.0,752.0,130.0,345.0,251.0,465.0,596.0,783.0,881.0,457.0,770.0,468.0,460.0,439.0,331.0,351.0,469.0,605.0,267.0,119.0,175.0,90.0,27.0,20.0,11.0,72.0,82.9,294.0,299.0,297.0,3.0,66.0,62.0,53.0,18.0,11.0,9.0,105.0,100.0,45.0,64.0,44.0,11.0,46.0,210.0
1585.0,1505.0,1280.0,949.0,692.0,124.0,331.0,169.0,413.0,500.0,725.0,805.0,422.0,643.0,412.0,386.0,351.0,244.0,296.0,502.0,614.0,233.0,80.0,169.0,74.0,21.0,16.0,11.0,64.0,51.8,226.0,216.0,190.0,3.0,50.0,59.0,58.0,42.0,27.0,21.0,106.0,93.0,64.0,66.0,45.0,17.0,39.0,170.0
1761.0,1657.0,1490.0,1101.0,756.0,128.0,389.0,236.0,480.0,625.0,792.0,897.0,479.0,721.0,521.0,476.0,436.0,335.0,356.0,514.0,641.0,288.0,97.0,195.0,89.0,24.0,17.0,13.0,73.0,90.9,412.0,343.0,307.0,3.0,51.0,64.0,40.0,28.0,17.0,29.0,87.0,77.0,51.0,63.0,54.0,14.0,55.0,170.0
1788.0,1661.0,1461.0,1102.0,808.0,148.0,358.0,256.0,507.0,614.0,814.0,941.0,526.0,739.0,568.0,488.0,454.0,326.0,373.0,491.0,650.0,288.0,120.0,214.0,95.0,26.0,21.0,15.0,74.0,93.4,451.0,618.0,445.0,7.0,67.0,74.0,81.0,18.0,39.0,35.0,104.0,94.0,67.0,74.0,52.0,31.0,70.0,170.0
1752.0,1643.0,1441.0,1091.0,783.0,144.0,350.0,277.0,456.0,627.0,830.0,939.0,471.0,739.0,537.0,468.0,441.0,333.0,334.0,520.0,652.0,263.0,105.0,182.0,86.0,24.0,18.0,13.0,69.0,85.0,412.0,387.0,313.0,3.0,56.0,63.0,67.0,29.0,35.0,18.0,95.0,106.0,69.0,80.0,57.0,26.0,63.0,210.0
1683.0,1585.0,1412.0,1029.0,748.0,128.0,383.0,193.0,438.0,576.0,750.0,848.0,464.0,761.0,470.0,429.0,424.0,387.0,344.0,509.0,629.0,262.0,103.0,186.0,84.0,23.0,13.0,14.0,73.0,85.1,324.0,216.0,164.0,3.0,67.0,66.0,52.0,27.0,18.0,17.0,85.0,85.0,59.0,60.0,43.0,23.0,48.0,170.0
1619.0,1541.0,1342.0,1002.0,739.0,155.0,341.0,204.0,427.0,545.0,743.0,821.0,462.0,743.0,511.0,401.0,467.0,378.0,349.0,518.0,654.0,248.0,101.0,175.0,84.0,20.0,16.0,12.0,80.0,88.4,196.0,186.0,164.0,3.0,51.0,56.0,64.0,29.0,36.0,31.0,133.0,72.0,66.0,49.0,31.0,24.0,53.0,120.0
1681.0,1585.0,1356.0,998.0,732.0,130.0,358.0,192.0,445.0,549.0,779.0,875.0,460.0,705.0,458.0,443.0,393.0,271.0,333.0,471.0,612.0,257.0,96.0,185.0,81.0,23.0,18.0,12.0,64.0,64.5,275.0,270.0,207.0,4.0,50.0,56.0,80.0,32.0,32.0,31.0,106.0,80.0,62.0,59.0,38.0,22.0,48.0,120.0
1525.0,1425.0,1278.0,940.0,687.0,119.0,337.0,169.0,429.0,507.0,654.0,754.0,425.0,705.0,423.0,372.0,381.0,264.0,298.0,453.0,592.0,229.0,91.0,165.0,77.0,21.0,16.0,11.0,71.0,49.7,206.0,142.0,156.0,3.0,60.0,56.0,51.0,24.0,29.0,23.0,139.0,93.0,70.0,58.0,58.0,25.0,57.0,170.0
1574.0,1454.0,1262.0,953.0,687.0,139.0,309.0,216.0,409.0,525.0,716.0,837.0,428.0,654.0,518.0,445.0,402.0,302.0,308.0,458.0,578.0,237.0,92.0,177.0,83.0,21.0,17.0,11.0,65.0,65.3,255.0,284.0,262.0,4.0,42.0,60.0,62.0,27.0,27.0,24.0,107.0,58.0,64.0,68.0,43.0,14.0,53.0,170.0
1677.0,1570.0,1378.0,1037.0,734.0,139.0,341.0,226.0,440.0,567.0,759.0,866.0,472.0,716.0,473.0,400.0,393.0,284.0,337.0,507.0,641.0,248.0,95.0,185.0,83.0,24.0,20.0,12.0,71.0,64.4,275.0,397.0,319.0,4.0,72.0,62.0,61.0,35.0,26.0,21.0,140.0,66.0,78.0,76.0,45.0,26.0,53.0,120.0
1712.0,1594.0,1398.0,1055.0,768.0,135.0,343.0,267.0,442.0,609.0,805.0,924.0,457.0,654.0,494.0,471.0,403.0,346.0,340.0,478.0,598.0,261.0,97.0,187.0,88.0,25.0,19.0,13.0,76.0,84.0,392.0,412.0,361.0,4.0,64.0,68.0,55.0,15.0,27.0,41.0,119.0,84.0,66.0,77.0,47.0,25.0,34.0,120.0
1764.0,1657.0,1438.0,1101.0,785.0,121.0,337.0,304.0,465.0,641.0,859.0,966.0,485.0,745.0,524.0,458.0,416.0,313.0,354.0,465.0,596.0,256.0,101.0,192.0,93.0,25.0,19.0,13.0,70.0,77.9,412.0,584.0,401.0,4.0,73.0,68.0,28.0,50.0,29.0,20.0,110.0,94.0,55.0,57.0,44.0,18.0,48.0,170.0
1810.0,1681.0,1496.0,1122.0,823.0,141.0,375.0,235.0,527.0,609.0,794.0,924.0,505.0,763.0,533.0,445.0,388.0,262.0,375.0,500.0,629.0,280.0,106.0,207.0,99.0,26.0,20.0,13.0,77.0,70.7,432.0,383.0,255.0,5.0,47.0,47.0,34.0,26.0,20.0,25.0,103.0,110.0,75.0,78.0,46.0,14.0,66.0,210.0
1683.0,1579.0,1380.0,1035.0,736.0,130.0,345.0,217.0,456.0,563.0,761.0,866.0,456.0,748.0,502.0,459.0,368.0,322.0,339.0,494.0,621.0,258.0,109.0,190.0,89.0,25.0,17.0,12.0,70.0,73.1,422.0,437.0,318.0,7.0,62.0,63.0,42.0,12.0,19.0,29.0,104.0,51.0,59.0,68.0,40.0,15.0,54.0,170.0
1654.0,1543.0,1356.0,1026.0,790.0,126.0,329.0,233.0,431.0,563.0,750.0,861.0,414.0,638.0,407.0,400.0,393.0,289.0,301.0,500.0,614.0,225.0,83.0,169.0,76.0,17.0,13.0,13.0,63.0,62.1,284.0,309.0,283.0,4.0,70.0,68.0,52.0,14.0,31.0,30.0,89.0,83.0,64.0,66.0,38.0,29.0,53.0,170.0
1641.0,1536.0,1365.0,1035.0,765.0,135.0,330.0,228.0,460.0,558.0,730.0,834.0,443.0,672.0,436.0,391.0,411.0,266.0,326.0,485.0,596.0,253.0,90.0,176.0,80.0,20.0,15.0,13.0,65.0,60.7,157.0,132.0,86.0,1.0,44.0,49.0,38.0,21.0,20.0,13.0,71.0,34.0,63.0,79.0,36.0,18.0,54.0,120.0
1619.0,1498.0,1314.0,981.0,712.0,144.0,332.0,217.0,418.0,549.0,734.0,855.0,414.0,661.0,430.0,408.0,404.0,260.0,311.0,505.0,609.0,235.0,89.0,163.0,77.0,21.0,14.0,11.0,62.0,57.8,275.0,245.0,267.0,4.0,68.0,50.0,60.0,11.0,18.0,19.0,76.0,81.0,71.0,63.0,35.0,20.0,57.0,210.0
1554.0,1474.0,1249.0,909.0,652.0,126.0,340.0,185.0,418.0,525.0,750.0,830.0,432.0,716.0,414.0,394.0,395.0,268.0,324.0,487.0,585.0,239.0,90.0,168.0,80.0,21.0,16.0,12.0,64.0,53.3,206.0,123.0,146.0,3.0,63.0,58.0,46.0,19.0,33.0,28.0,128.0,99.0,76.0,62.0,58.0,23.0,66.0,170.0
2022.0,1911.0,1668.0,1278.0,930.0,162.0,389.0,291.0,554.0,681.0,924.0,1035.0,556.0,814.0,559.0,477.0,451.0,264.0,411.0,556.0,699.0,303.0,108.0,217.0,101.0,25.0,19.0,15.0,61.0,98.2,598.0,809.0,386.0,9.0,71.0,76.0,69.0,17.0,42.0,40.0,113.0,110.0,65.0,76.0,48.0,20.0,71.0,210.0
1855.0,1728.0,1532.0,1175.0,812.0,137.0,357.0,295.0,489.0,652.0,848.0,975.0,473.0,745.0,461.0,481.0,360.0,257.0,361.0,523.0,645.0,259.0,97.0,197.0,93.0,25.0,17.0,13.0,66.0,65.2,471.0,476.0,354.0,6.0,67.0,72.0,54.0,21.0,37.0,50.0,82.0,101.0,74.0,64.0,43.0,18.0,59.0,170.0
1699.0,1599.0,1385.0,1043.0,752.0,148.0,342.0,214.0,456.0,556.0,770.0,870.0,449.0,699.0,457.0,419.0,379.0,284.0,336.0,511.0,625.0,240.0,100.0,185.0,85.0,22.0,16.0,13.0,68.0,69.6,491.0,348.0,270.0,5.0,64.0,63.0,65.0,21.0,26.0,38.0,113.0,91.0,74.0,66.0,48.0,13.0,54.0,210.0
1659.0,1567.0,1358.0,1016.0,748.0,137.0,342.0,214.0,424.0,556.0,765.0,857.0,447.0,672.0,516.0,441.0,432.0,306.0,320.0,523.0,632.0,241.0,96.0,178.0,81.0,22.0,16.0,13.0,70.0,74.8,294.0,407.0,367.0,5.0,62.0,88.0,84.0,22.0,35.0,39.0,109.0,87.0,79.0,92.0,66.0,27.0,73.0,210.0
1721.0,1592.0,1409.0,1036.0,745.0,126.0,373.0,221.0,453.0,594.0,777.0,906.0,465.0,748.0,448.0,448.0,373.0,286.0,344.0,489.0,618.0,249.0,100.0,171.0,89.0,24.0,17.0,11.0,69.0,74.3,471.0,441.0,356.0,9.0,73.0,70.0,39.0,17.0,28.0,28.0,91.0,86.0,45.0,72.0,41.0,8.0,44.0,170.0
1592.0,1498.0,1285.0,960.0,699.0,119.0,325.0,213.0,416.0,538.0,752.0,846.0,416.0,643.0,413.0,391.0,397.0,257.0,313.0,469.0,572.0,230.0,82.0,168.0,76.0,22.0,16.0,11.0,58.0,48.3,137.0,196.0,174.0,2.0,52.0,67.0,53.0,31.0,30.0,39.0,109.0,91.0,75.0,63.0,41.0,17.0,56.0,80.0
1643.0,1554.0,1347.0,1007.0,694.0,139.0,340.0,232.0,433.0,572.0,779.0,868.0,443.0,699.0,483.0,452.0,363.0,289.0,318.0,465.0,583.0,251.0,95.0,182.0,88.0,25.0,18.0,11.0,73.0,70.0,353.0,314.0,272.0,4.0,45.0,60.0,43.0,14.0,20.0,32.0,87.0,80.0,76.0,58.0,38.0,19.0,38.0,170.0
1951.0,1840.0,1635.0,1231.0,868.0,170.0,404.0,250.0,531.0,654.0,859.0,970.0,520.0,875.0,557.0,503.0,440.0,369.0,394.0,592.0,727.0,287.0,108.0,210.0,93.0,26.0,21.0,14.0,71.0,113.5,432.0,466.0,434.0,5.0,88.0,76.0,47.0,35.0,47.0,53.0,80.0,81.0,67.0,68.0,41.0,7.0,49.0,170.0
1670.0,1570.0,1365.0,1044.0,774.0,133.0,321.0,246.0,438.0,567.0,772.0,872.0,429.0,692.0,431.0,375.0,402.0,244.0,319.0,498.0,614.0,252.0,93.0,170.0,79.0,21.0,17.0,12.0,63.0,58.7,255.0,181.0,170.0,5.0,70.0,58.0,54.0,22.0,22.0,30.0,101.0,80.0,52.0,70.0,41.0,23.0,43.0,170.0
1864.0,1717.0,1539.0,1170.0,812.0,166.0,369.0,245.0,525.0,614.0,792.0,939.0,525.0,803.0,564.0,495.0,424.0,329.0,384.0,556.0,696.0,298.0,117.0,201.0,98.0,27.0,20.0,14.0,75.0,101.3,598.0,716.0,487.0,8.0,64.0,71.0,42.0,25.0,29.0,30.0,108.0,95.0,34.0,67.0,51.0,24.0,59.0,210.0
1726.0,1603.0,1414.0,1057.0,770.0,141.0,356.0,257.0,458.0,614.0,803.0,926.0,457.0,672.0,488.0,445.0,438.0,331.0,333.0,467.0,618.0,255.0,93.0,186.0,84.0,21.0,17.0,13.0,81.0,85.4,412.0,427.0,347.0,6.0,56.0,65.0,42.0,14.0,22.0,25.0,90.0,104.0,63.0,78.0,45.0,36.0,42.0,260.0
1601.0,1501.0,1331.0,1008.0,719.0,153.0,323.0,231.0,402.0,554.0,723.0,823.0,433.0,667.0,498.0,405.0,456.0,340.0,312.0,572.0,663.0,251.0,92.0,188.0,82.0,25.0,18.0,13.0,66.0,77.0,206.0,284.0,128.0,5.0,62.0,69.0,42.0,21.0,22.0,27.0,103.0,101.0,76.0,65.0,37.0,29.0,51.0,120.0
1594.0,1507.0,1282.0,989.0,678.0,146.0,293.0,239.0,404.0,531.0,756.0,843.0,431.0,699.0,440.0,389.0,384.0,262.0,296.0,453.0,574.0,228.0,91.0,184.0,77.0,20.0,16.0,14.0,69.0,57.8,314.0,348.0,273.0,4.0,69.0,72.0,53.0,19.0,41.0,34.0,85.0,77.0,57.0,80.0,52.0,25.0,44.0,170.0
1588.0,1507.0,1287.0,959.0,656.0,130.0,328.0,193.0,416.0,520.0,741.0,821.0,445.0,670.0,418.0,391.0,389.0,257.0,333.0,505.0,616.0,232.0,87.0,177.0,78.0,19.0,14.0,13.0,64.0,54.3,265.0,265.0,238.0,5.0,58.0,66.0,68.0,29.0,36.0,34.0,127.0,91.0,75.0,61.0,49.0,20.0,67.0,170.0
1708.0,1621.0,1405.0,1061.0,790.0,153.0,343.0,233.0,476.0,576.0,792.0,879.0,463.0,745.0,505.0,442.0,393.0,309.0,333.0,494.0,636.0,275.0,104.0,193.0,94.0,27.0,21.0,14.0,72.0,78.3,520.0,368.0,342.0,4.0,66.0,72.0,50.0,17.0,32.0,35.0,112.0,111.0,52.0,71.0,48.0,20.0,53.0,260.0
1585.0,1496.0,1285.0,967.0,685.0,139.0,318.0,234.0,387.0,551.0,763.0,852.0,405.0,650.0,496.0,409.0,408.0,333.0,300.0,469.0,587.0,229.0,101.0,169.0,80.0,22.0,17.0,11.0,75.0,67.2,226.0,245.0,179.0,4.0,50.0,52.0,38.0,33.0,23.0,29.0,106.0,81.0,65.0,67.0,49.0,28.0,64.0,170.0
1692.0,1605.0,1400.0,1064.0,745.0,148.0,337.0,250.0,442.0,587.0,792.0,879.0,463.0,681.0,514.0,458.0,423.0,324.0,345.0,500.0,623.0,252.0,103.0,181.0,85.0,23.0,16.0,13.0,73.0,79.2,324.0,231.0,189.0,6.0,68.0,72.0,55.0,31.0,37.0,42.0,119.0,94.0,63.0,64.0,43.0,19.0,68.0,120.0
1619.0,1510.0,1314.0,981.0,681.0,148.0,333.0,172.0,438.0,505.0,701.0,810.0,452.0,714.0,532.0,468.0,505.0,382.0,345.0,509.0,650.0,238.0,95.0,179.0,80.0,22.0,17.0,13.0,70.0,85.5,284.0,177.0,264.0,3.0,58.0,67.0,44.0,13.0,20.0,23.0,111.0,90.0,62.0,64.0,50.0,19.0,45.0,170.0
1670.0,1561.0,1342.0,1007.0,754.0,141.0,335.0,212.0,438.0,547.0,765.0,875.0,438.0,681.0,460.0,413.0,445.0,324.0,311.0,534.0,652.0,236.0,89.0,173.0,77.0,20.0,15.0,12.0,71.0,75.0,216.0,132.0,82.0,2.0,67.0,66.0,56.0,27.0,27.0,26.0,96.0,79.0,72.0,74.0,54.0,16.0,49.0,120.0
1670.0,1565.0,1374.0,1019.0,765.0,130.0,354.0,224.0,456.0,578.0,770.0,875.0,433.0,672.0,416.0,412.0,384.0,286.0,320.0,500.0,607.0,246.0,104.0,180.0,82.0,17.0,15.0,13.0,72.0,67.7,275.0,270.0,189.0,4.0,68.0,66.0,51.0,19.0,31.0,30.0,113.0,98.0,64.0,76.0,58.0,35.0,59.0,210.0
1793.0,1677.0,1467.0,1096.0,790.0,139.0,372.0,249.0,494.0,621.0,830.0,946.0,459.0,761.0,443.0,434.0,364.0,289.0,325.0,500.0,627.0,268.0,99.0,188.0,87.0,25.0,19.0,13.0,70.0,69.8,441.0,216.0,162.0,3.0,70.0,70.0,52.0,7.0,31.0,38.0,103.0,81.0,55.0,74.0,34.0,15.0,21.0,170.0
1681.0,1579.0,1367.0,1027.0,736.0,144.0,340.0,221.0,458.0,560.0,772.0,875.0,462.0,721.0,390.0,435.0,413.0,297.0,340.0,498.0,621.0,260.0,105.0,196.0,90.0,25.0,19.0,14.0,68.0,66.6,383.0,314.0,255.0,5.0,64.0,68.0,56.0,15.0,15.0,35.0,117.0,86.0,76.0,77.0,48.0,22.0,43.0,170.0
1628.0,1518.0,1340.0,982.0,703.0,128.0,358.0,209.0,453.0,567.0,745.0,855.0,477.0,743.0,519.0,439.0,374.0,304.0,352.0,465.0,587.0,259.0,100.0,195.0,88.0,23.0,16.0,14.0,69.0,63.3,481.0,363.0,369.0,6.0,69.0,65.0,28.0,42.0,27.0,26.0,110.0,61.0,55.0,61.0,42.0,23.0,64.0,120.0
1697.0,1601.0,1398.0,1051.0,754.0,141.0,347.0,231.0,462.0,578.0,781.0,877.0,447.0,592.0,439.0,414.0,382.0,266.0,337.0,509.0,607.0,242.0,97.0,175.0,83.0,21.0,15.0,13.0,62.0,66.8,392.0,255.0,324.0,5.0,72.0,77.0,64.0,16.0,40.0,44.0,131.0,96.0,56.0,57.0,48.0,19.0,51.0,170.0
1817.0,1708.0,1523.0,1135.0,848.0,137.0,388.0,231.0,511.0,618.0,803.0,912.0,500.0,805.0,550.0,447.0,447.0,351.0,368.0,531.0,678.0,282.0,99.0,203.0,88.0,24.0,20.0,14.0,85.0,87.3,441.0,304.0,294.0,3.0,59.0,69.0,38.0,21.0,28.0,25.0,107.0,75.0,62.0,64.0,50.0,19.0,65.0,170.0
1637.0,1514.0,1342.0,1014.0,736.0,117.0,329.0,241.0,467.0,569.0,741.0,863.0,461.0,701.0,461.0,437.0,361.0,280.0,346.0,478.0,607.0,262.0,100.0,182.0,85.0,24.0,19.0,13.0,74.0,59.6,412.0,451.0,311.0,7.0,54.0,60.0,52.0,23.0,21.0,29.0,90.0,36.0,69.0,60.0,31.0,14.0,51.0,170.0
1603.0,1490.0,1320.0,981.0,736.0,128.0,339.0,184.0,449.0,523.0,692.0,805.0,436.0,676.0,436.0,417.0,379.0,271.0,310.0,502.0,612.0,237.0,93.0,176.0,80.0,20.0,16.0,13.0,69.0,59.4,206.0,167.0,191.0,4.0,65.0,60.0,71.0,15.0,26.0,17.0,145.0,98.0,66.0,76.0,56.0,20.0,66.0,170.0
