Stature,"Eye height, standing",Shoulder height,"Elbow height, standing","Fist height, standing","Thigh clearance, sitting",Shoulder-elbow length,"Elbow height, sitting","Popliteal height, sitting","Shoulder height, sitting","Eye height, sitting",Sitting height,Reach depth,Arm length,Breadth over the elbows,Shoulder breadth (bi-deltoid),"Hip breadth, sitting",Abdominal depth,Elbow-grip length,Buttock-popliteal depth,"Buttock-knee depth, sitting",Foot length,Foot breadth,Hand length,Hand width (without thumb),Thumb breadth,Forefinger breadth,Grip circumference,Ear length,Body mass,Maximum gripping force,Pushing force with 2 hands,Pulling force 1 hand,Torque with two hands,Rotation of head towards left,Rotation of head towards right,Rotation of head backwards,Rotation of head toward chest,Bending of head towards right shoulder,Bending of head towards left shoulder,Pronation,Supination,Extension hand,Flexion hand,Radial deviation,Ulnar deviation,Forefinger flexion,Step-up height
1715.0,1603.0,1365.0,1038.0,756.0,135.0,327.0,242.0,458.0,569.0,808.0,919.0,461.0,658.0,554.0,454.0,377.0,302.0,324.0,476.0,589.0,256.0,94.0,187.0,85.0,23.0,16.0,12.0,74.0,77.9,451.0,515.0,315.0,8.0,70.0,78.0,33.0,19.0,32.0,26.0,125.0,113.0,73.0,75.0,52.0,27.0,37.0,170.0
1652.0,1521.0,1360.0,990.0,721.0,119.0,370.0,212.0,456.0,583.0,743.0,875.0,456.0,730.0,505.0,461.0,378.0,338.0,336.0,469.0,600.0,262.0,97.0,175.0,81.0,21.0,17.0,13.0,77.0,78.5,294.0,255.0,212.0,2.0,63.0,56.0,37.0,12.0,16.0,19.0,58.0,58.0,18.0,61.0,33.0,2.0,40.0,170.0
1668.0,1581.0,1365.0,1028.0,761.0,150.0,337.0,231.0,431.0,567.0,783.0,870.0,454.0,728.0,514.0,454.0,452.0,326.0,336.0,502.0,643.0,248.0,100.0,180.0,82.0,23.0,18.0,12.0,78.0,87.5,314.0,319.0,254.0,5.0,52.0,61.0,47.0,13.0,26.0,24.0,123.0,76.0,61.0,61.0,49.0,29.0,44.0,120.0
1634.0,1514.0,1331.0,985.0,685.0,141.0,346.0,250.0,416.0,596.0,779.0,899.0,452.0,752.0,460.0,433.0,383.0,324.0,337.0,469.0,580.0,249.0,95.0,184.0,86.0,22.0,16.0,11.0,67.0,77.8,392.0,461.0,367.0,5.0,69.0,60.0,42.0,18.0,32.0,25.0,95.0,113.0,53.0,70.0,48.0,26.0,41.0,260.0
1712.0,1619.0,1420.0,1078.0,794.0,146.0,343.0,264.0,447.0,607.0,805.0,899.0,438.0,705.0,524.0,463.0,374.0,297.0,326.0,502.0,625.0,247.0,94.0,182.0,77.0,21.0,15.0,12.0,61.0,76.5,324.0,417.0,310.0,6.0,80.0,75.0,44.0,16.0,34.0,39.0,66.0,103.0,83.0,63.0,42.0,25.0,49.0,170.0
1853.0,1752.0,1525.0,1151.0,803.0,162.0,374.0,253.0,498.0,627.0,855.0,955.0,485.0,772.0,489.0,476.0,375.0,260.0,359.0,536.0,670.0,249.0,99.0,190.0,87.0,22.0,18.0,13.0,65.0,84.3,569.0,746.0,414.0,8.0,91.0,90.0,46.0,47.0,41.0,54.0,81.0,101.0,82.0,70.0,55.0,33.0,62.0,210.0
1585.0,1494.0,1291.0,974.0,732.0,170.0,318.0,223.0,378.0,540.0,743.0,834.0,407.0,681.0,526.0,453.0,422.0,335.0,300.0,489.0,614.0,239.0,94.0,171.0,78.0,22.0,15.0,12.0,67.0,78.2,334.0,378.0,310.0,5.0,61.0,71.0,51.0,16.0,23.0,29.0,82.0,83.0,59.0,76.0,53.0,21.0,62.0,120.0
1839.0,1737.0,1476.0,1148.0,823.0,148.0,329.0,285.0,485.0,614.0,875.0,977.0,491.0,752.0,448.0,433.0,377.0,248.0,371.0,516.0,634.0,261.0,93.0,197.0,90.0,23.0,18.0,13.0,62.0,75.1,559.0,569.0,320.0,8.0,86.0,79.0,41.0,25.0,38.0,31.0,91.0,75.0,70.0,64.0,52.0,19.0,57.0,210.0
1617.0,1527.0,1314.0,1024.0,761.0,153.0,289.0,258.0,407.0,547.0,761.0,850.0,433.0,712.0,514.0,417.0,401.0,326.0,319.0,500.0,616.0,242.0,96.0,178.0,82.0,21.0,15.0,10.0,68.0,80.0,412.0,338.0,201.0,6.0,67.0,60.0,39.0,39.0,41.0,39.0,97.0,60.0,76.0,66.0,35.0,24.0,55.0,170.0
1746.0,1632.0,1469.0,1130.0,792.0,150.0,340.0,285.0,502.0,625.0,788.0,901.0,465.0,714.0,510.0,430.0,378.0,342.0,338.0,507.0,654.0,265.0,98.0,190.0,95.0,24.0,18.0,13.0,69.0,81.7,412.0,383.0,294.0,5.0,63.0,64.0,60.0,15.0,21.0,32.0,103.0,71.0,68.0,76.0,44.0,24.0,44.0,170.0
1906.0,1786.0,1572.0,1174.0,868.0,137.0,398.0,231.0,531.0,629.0,843.0,964.0,522.0,823.0,523.0,489.0,442.0,340.0,374.0,523.0,656.0,305.0,102.0,212.0,96.0,24.0,19.0,15.0,79.0,96.9,559.0,456.0,387.0,9.0,81.0,73.0,43.0,42.0,31.0,43.0,110.0,114.0,58.0,85.0,58.0,12.0,57.0,170.0
1732.0,1630.0,1456.0,1090.0,826.0,133.0,366.0,244.0,456.0,609.0,783.0,886.0,464.0,765.0,519.0,462.0,393.0,335.0,343.0,494.0,609.0,247.0,96.0,181.0,88.0,24.0,18.0,14.0,66.0,78.3,471.0,373.0,319.0,8.0,65.0,73.0,40.0,20.0,29.0,34.0,84.0,82.0,60.0,68.0,42.0,27.0,51.0,120.0
1623.0,1514.0,1331.0,982.0,692.0,133.0,349.0,200.0,420.0,549.0,732.0,841.0,468.0,676.0,474.0,452.0,406.0,338.0,341.0,458.0,572.0,249.0,96.0,188.0,89.0,23.0,19.0,13.0,68.0,77.9,284.0,319.0,244.0,3.0,69.0,65.0,40.0,29.0,25.0,16.0,96.0,76.0,68.0,57.0,44.0,23.0,44.0,170.0
1786.0,1659.0,1467.0,1116.0,799.0,153.0,351.0,263.0,465.0,614.0,805.0,932.0,475.0,721.0,522.0,458.0,425.0,273.0,347.0,520.0,638.0,264.0,101.0,193.0,77.0,20.0,15.0,14.0,60.0,77.8,363.0,235.0,249.0,7.0,59.0,51.0,28.0,14.0,30.0,31.0,86.0,91.0,69.0,59.0,33.0,16.0,53.0,170.0
1980.0,1862.0,1641.0,1255.0,877.0,166.0,386.0,268.0,556.0,654.0,875.0,993.0,533.0,870.0,516.0,518.0,405.0,300.0,403.0,565.0,699.0,288.0,103.0,209.0,93.0,23.0,18.0,15.0,69.0,103.6,520.0,495.0,533.0,14.0,65.0,63.0,40.0,19.0,33.0,39.0,96.0,88.0,77.0,78.0,43.0,19.0,55.0,260.0
1663.0,1552.0,1351.0,1025.0,725.0,141.0,327.0,236.0,416.0,563.0,763.0,875.0,460.0,692.0,489.0,440.0,412.0,340.0,347.0,498.0,600.0,256.0,96.0,184.0,77.0,21.0,17.0,13.0,73.0,85.2,334.0,363.0,335.0,5.0,66.0,59.0,40.0,15.0,32.0,17.0,73.0,113.0,76.0,76.0,51.0,25.0,47.0,80.0
1654.0,1545.0,1329.0,1034.0,721.0,128.0,295.0,263.0,462.0,558.0,774.0,883.0,452.0,707.0,460.0,433.0,368.0,291.0,334.0,476.0,589.0,264.0,95.0,186.0,85.0,26.0,19.0,12.0,75.0,69.6,343.0,383.0,280.0,5.0,53.0,51.0,21.0,31.0,22.0,21.0,100.0,71.0,56.0,58.0,48.0,25.0,51.0,210.0
1804.0,1690.0,1458.0,1095.0,812.0,121.0,364.0,250.0,482.0,614.0,846.0,959.0,472.0,743.0,480.0,436.0,349.0,219.0,346.0,489.0,603.0,261.0,93.0,184.0,87.0,22.0,15.0,14.0,57.0,64.8,530.0,697.0,305.0,9.0,80.0,78.0,51.0,29.0,40.0,45.0,124.0,93.0,63.0,81.0,50.0,30.0,65.0,210.0
1726.0,1632.0,1427.0,1081.0,788.0,162.0,346.0,250.0,467.0,596.0,801.0,895.0,458.0,705.0,534.0,475.0,400.0,271.0,335.0,482.0,625.0,261.0,100.0,190.0,92.0,27.0,19.0,13.0,76.0,84.7,373.0,466.0,389.0,7.0,52.0,52.0,46.0,15.0,14.0,17.0,73.0,84.0,67.0,78.0,54.0,21.0,65.0,210.0
1801.0,1692.0,1485.0,1134.0,812.0,137.0,351.0,276.0,476.0,627.0,834.0,944.0,481.0,725.0,526.0,472.0,396.0,293.0,359.0,502.0,621.0,272.0,97.0,204.0,90.0,23.0,18.0,14.0,73.0,78.4,510.0,353.0,330.0,9.0,79.0,70.0,57.0,20.0,27.0,25.0,92.0,79.0,61.0,65.0,44.0,32.0,56.0,210.0
1554.0,1447.0,1253.0,932.0,681.0,128.0,322.0,178.0,420.0,500.0,694.0,801.0,420.0,701.0,459.0,393.0,350.0,284.0,316.0,467.0,567.0,229.0,83.0,177.0,75.0,20.0,14.0,12.0,68.0,58.2,294.0,294.0,243.0,3.0,64.0,59.0,46.0,10.0,33.0,28.0,100.0,92.0,67.0,69.0,42.0,20.0,44.0,120.0
1692.0,1581.0,1363.0,1037.0,752.0,153.0,326.0,244.0,429.0,569.0,788.0,899.0,426.0,663.0,468.0,437.0,435.0,311.0,320.0,505.0,621.0,253.0,107.0,183.0,82.0,20.0,16.0,14.0,75.0,84.1,304.0,378.0,264.0,4.0,62.0,61.0,42.0,26.0,28.0,30.0,120.0,102.0,69.0,67.0,46.0,14.0,55.0,120.0
1839.0,1723.0,1525.0,1146.0,823.0,146.0,379.0,283.0,500.0,663.0,861.0,977.0,510.0,770.0,529.0,473.0,385.0,253.0,380.0,487.0,636.0,284.0,102.0,206.0,91.0,24.0,18.0,14.0,73.0,82.5,647.0,790.0,365.0,7.0,77.0,75.0,46.0,16.0,41.0,40.0,89.0,104.0,74.0,77.0,55.0,18.0,41.0,170.0
1588.0,1485.0,1287.0,964.0,650.0,133.0,322.0,214.0,431.0,536.0,734.0,837.0,436.0,694.0,451.0,419.0,367.0,217.0,315.0,462.0,572.0,233.0,87.0,176.0,75.0,19.0,16.0,13.0,61.0,53.3,334.0,270.0,272.0,5.0,83.0,72.0,27.0,34.0,39.0,32.0,107.0,89.0,80.0,90.0,58.0,14.0,64.0,210.0
1512.0,1409.0,1229.0,914.0,645.0,128.0,315.0,187.0,389.0,502.0,683.0,785.0,406.0,685.0,483.0,425.0,393.0,338.0,300.0,467.0,565.0,232.0,86.0,170.0,74.0,19.0,15.0,10.0,66.0,63.6,294.0,265.0,157.0,5.0,78.0,72.0,46.0,31.0,35.0,34.0,114.0,85.0,76.0,80.0,62.0,20.0,67.0,120.0
1686.0,1588.0,1400.0,1062.0,772.0,133.0,339.0,248.0,469.0,587.0,774.0,872.0,436.0,705.0,515.0,423.0,379.0,286.0,318.0,471.0,605.0,244.0,93.0,181.0,82.0,21.0,15.0,13.0,71.0,66.1,284.0,294.0,249.0,4.0,75.0,68.0,29.0,11.0,25.0,31.0,79.0,79.0,56.0,74.0,34.0,30.0,51.0,170.0
1723.0,1639.0,1429.0,1103.0,823.0,153.0,326.0,283.0,458.0,609.0,819.0,904.0,462.0,699.0,511.0,441.0,371.0,268.0,326.0,485.0,618.0,264.0,101.0,191.0,91.0,25.0,18.0,14.0,76.0,74.0,491.0,746.0,503.0,11.0,78.0,77.0,60.0,21.0,43.0,43.0,105.0,81.0,65.0,74.0,49.0,24.0,65.0,170.0
1735.0,1623.0,1434.0,1099.0,814.0,148.0,335.0,304.0,451.0,638.0,828.0,939.0,430.0,687.0,465.0,425.0,415.0,271.0,337.0,491.0,607.0,246.0,95.0,175.0,80.0,21.0,16.0,11.0,70.0,73.0,304.0,343.0,299.0,5.0,86.0,84.0,25.0,17.0,22.0,24.0,111.0,113.0,64.0,82.0,65.0,21.0,52.0,120.0
1683.0,1579.0,1376.0,1045.0,779.0,144.0,331.0,250.0,453.0,580.0,783.0,888.0,436.0,681.0,471.0,431.0,394.0,222.0,338.0,482.0,598.0,238.0,89.0,176.0,75.0,18.0,13.0,13.0,60.0,61.3,294.0,235.0,219.0,7.0,69.0,66.0,43.0,31.0,31.0,29.0,101.0,94.0,87.0,82.0,47.0,30.0,56.0,170.0
1717.0,1608.0,1403.0,1049.0,772.0,150.0,354.0,240.0,469.0,594.0,799.0,908.0,452.0,734.0,468.0,423.0,412.0,237.0,328.0,491.0,609.0,254.0,96.0,181.0,80.0,20.0,16.0,13.0,58.0,68.2,324.0,255.0,215.0,4.0,66.0,65.0,51.0,18.0,40.0,38.0,91.0,103.0,82.0,66.0,45.0,36.0,60.0,120.0
1779.0,1646.0,1456.0,1104.0,788.0,150.0,352.0,242.0,485.0,594.0,783.0,917.0,470.0,763.0,487.0,487.0,375.0,233.0,341.0,476.0,627.0,265.0,96.0,188.0,90.0,22.0,17.0,13.0,71.0,81.0,540.0,530.0,315.0,7.0,93.0,87.0,59.0,44.0,62.0,54.0,103.0,83.0,69.0,68.0,45.0,30.0,67.0,210.0
1625.0,1523.0,1318.0,996.0,716.0,126.0,322.0,214.0,420.0,536.0,741.0,843.0,445.0,710.0,485.0,413.0,396.0,322.0,323.0,502.0,598.0,232.0,88.0,185.0,78.0,21.0,15.0,12.0,62.0,69.4,353.0,407.0,256.0,5.0,67.0,69.0,25.0,11.0,38.0,33.0,97.0,74.0,68.0,64.0,41.0,25.0,42.0,120.0
1708.0,1583.0,1400.0,1024.0,707.0,135.0,376.0,182.0,502.0,558.0,741.0,866.0,481.0,805.0,545.0,453.0,431.0,329.0,343.0,480.0,625.0,267.0,90.0,200.0,93.0,23.0,19.0,14.0,68.0,82.9,373.0,324.0,267.0,8.0,64.0,65.0,43.0,21.0,35.0,30.0,97.0,86.0,66.0,66.0,45.0,20.0,41.0,170.0
1652.0,1541.0,1338.0,1029.0,770.0,119.0,309.0,258.0,424.0,567.0,770.0,881.0,418.0,647.0,449.0,418.0,352.0,211.0,304.0,456.0,551.0,217.0,81.0,168.0,73.0,18.0,13.0,12.0,56.0,49.5,275.0,334.0,197.0,5.0,72.0,74.0,52.0,16.0,40.0,51.0,100.0,114.0,90.0,89.0,50.0,16.0,78.0,170.0
1610.0,1496.0,1340.0,1002.0,730.0,128.0,339.0,240.0,429.0,578.0,734.0,848.0,437.0,654.0,394.0,424.0,366.0,193.0,317.0,460.0,563.0,238.0,86.0,177.0,77.0,15.0,12.0,13.0,59.0,52.8,373.0,422.0,158.0,6.0,84.0,86.0,48.0,13.0,46.0,35.0,88.0,84.0,80.0,80.0,61.0,13.0,73.0,210.0
1574.0,1487.0,1280.0,960.0,714.0,144.0,320.0,236.0,391.0,556.0,763.0,850.0,411.0,663.0,480.0,404.0,352.0,284.0,302.0,460.0,556.0,237.0,95.0,169.0,86.0,21.0,18.0,11.0,63.0,67.0,304.0,255.0,200.0,5.0,74.0,71.0,51.0,17.0,33.0,40.0,97.0,71.0,71.0,69.0,35.0,27.0,51.0,170.0
1904.0,1806.0,1599.0,1230.0,834.0,157.0,368.0,292.0,500.0,661.0,868.0,966.0,529.0,788.0,552.0,480.0,422.0,268.0,393.0,538.0,672.0,283.0,104.0,210.0,99.0,25.0,18.0,14.0,67.0,101.7,677.0,,319.0,9.0,67.0,67.0,29.0,19.0,27.0,23.0,90.0,89.0,73.0,60.0,45.0,27.0,67.0,260.0
1574.0,1476.0,1280.0,968.0,701.0,139.0,312.0,235.0,420.0,547.0,743.0,841.0,413.0,634.0,397.0,404.0,414.0,262.0,303.0,456.0,576.0,232.0,87.0,172.0,77.0,21.0,16.0,12.0,71.0,60.8,245.0,,,2.0,60.0,70.0,32.0,25.0,28.0,30.0,101.0,84.0,73.0,65.0,58.0,23.0,59.0,120.0
1632.0,1516.0,1327.0,982.0,699.0,164.0,345.0,217.0,407.0,563.0,752.0,868.0,458.0,714.0,454.0,433.0,413.0,275.0,331.0,449.0,585.0,241.0,100.0,185.0,83.0,23.0,15.0,14.0,70.0,71.4,334.0,280.0,297.0,5.0,82.0,77.0,34.0,19.0,26.0,25.0,100.0,80.0,85.0,71.0,41.0,29.0,61.0,170.0
1666.0,1541.0,1371.0,1019.0,730.0,128.0,353.0,219.0,460.0,572.0,741.0,866.0,430.0,666.0,491.0,430.0,388.0,273.0,311.0,480.0,587.0,260.0,108.0,179.0,85.0,25.0,18.0,11.0,70.0,69.7,471.0,412.0,351.0,8.0,70.0,53.0,41.0,11.0,21.0,51.0,118.0,72.0,55.0,65.0,45.0,34.0,47.0,210.0
1697.0,1574.0,1383.0,1038.0,759.0,137.0,345.0,238.0,460.0,583.0,774.0,897.0,463.0,725.0,516.0,452.0,381.0,318.0,331.0,507.0,618.0,268.0,96.0,185.0,86.0,21.0,18.0,13.0,69.0,73.8,451.0,456.0,286.0,11.0,61.0,71.0,35.0,11.0,30.0,23.0,82.0,82.0,39.0,52.0,34.0,16.0,47.0,210.0
1759.0,1643.0,1414.0,1077.0,817.0,150.0,337.0,271.0,467.0,607.0,837.0,953.0,439.0,681.0,441.0,413.0,432.0,273.0,327.0,502.0,609.0,238.0,99.0,177.0,79.0,19.0,16.0,13.0,65.0,77.9,402.0,343.0,261.0,5.0,71.0,66.0,19.0,10.0,17.0,21.0,84.0,99.0,73.0,61.0,62.0,28.0,66.0,120.0
1639.0,1527.0,1309.0,986.0,716.0,117.0,323.0,209.0,429.0,531.0,750.0,861.0,450.0,678.0,468.0,414.0,400.0,275.0,331.0,480.0,594.0,245.0,91.0,182.0,79.0,21.0,16.0,13.0,69.0,64.2,255.0,206.0,202.0,4.0,64.0,58.0,57.0,16.0,31.0,28.0,113.0,81.0,66.0,58.0,51.0,17.0,50.0,170.0
1717.0,1603.0,1420.0,1073.0,759.0,126.0,347.0,269.0,458.0,616.0,799.0,912.0,460.0,716.0,509.0,466.0,360.0,233.0,338.0,482.0,603.0,263.0,103.0,190.0,92.0,23.0,18.0,13.0,67.0,61.7,491.0,500.0,288.0,7.0,91.0,85.0,46.0,26.0,49.0,51.0,92.0,80.0,80.0,81.0,44.0,22.0,65.0,170.0
1819.0,1708.0,1483.0,1126.0,823.0,153.0,357.0,246.0,487.0,603.0,828.0,939.0,479.0,779.0,520.0,462.0,410.0,322.0,359.0,543.0,678.0,272.0,98.0,187.0,89.0,24.0,18.0,12.0,69.0,90.0,383.0,510.0,385.0,4.0,67.0,60.0,50.0,24.0,26.0,28.0,118.0,87.0,69.0,52.0,43.0,25.0,44.0,120.0
1728.0,1599.0,1409.0,1065.0,756.0,124.0,344.0,263.0,462.0,607.0,797.0,926.0,480.0,745.0,509.0,443.0,375.0,309.0,360.0,485.0,609.0,251.0,101.0,197.0,91.0,23.0,17.0,14.0,63.0,75.9,491.0,265.0,232.0,6.0,64.0,58.0,28.0,25.0,30.0,23.0,121.0,59.0,57.0,54.0,52.0,16.0,49.0,170.0
1646.0,1547.0,1367.0,1047.0,748.0,144.0,320.0,270.0,438.0,589.0,770.0,868.0,445.0,658.0,521.0,444.0,346.0,284.0,330.0,473.0,587.0,243.0,92.0,173.0,85.0,26.0,21.0,12.0,63.0,67.2,412.0,392.0,239.0,5.0,50.0,67.0,49.0,16.0,25.0,25.0,102.0,71.0,58.0,58.0,35.0,22.0,36.0,120.0
1663.0,1563.0,1358.0,1017.0,748.0,133.0,341.0,249.0,445.0,589.0,794.0,895.0,433.0,685.0,442.0,404.0,413.0,291.0,324.0,465.0,585.0,257.0,94.0,182.0,82.0,24.0,16.0,13.0,69.0,68.7,304.0,353.0,277.0,6.0,43.0,49.0,34.0,15.0,19.0,24.0,105.0,105.0,68.0,65.0,46.0,21.0,57.0,210.0
1828.0,1712.0,1487.0,1127.0,817.0,150.0,360.0,260.0,485.0,621.0,846.0,961.0,495.0,797.0,494.0,474.0,397.0,262.0,361.0,511.0,638.0,277.0,105.0,196.0,88.0,23.0,20.0,16.0,70.0,84.0,647.0,584.0,489.0,10.0,69.0,69.0,35.0,28.0,44.0,41.0,96.0,85.0,78.0,76.0,52.0,17.0,66.0,210.0
1674.0,1576.0,1363.0,1029.0,765.0,135.0,334.0,233.0,458.0,567.0,781.0,879.0,437.0,661.0,475.0,431.0,374.0,291.0,314.0,496.0,609.0,246.0,94.0,181.0,79.0,21.0,15.0,11.0,60.0,69.3,373.0,231.0,253.0,6.0,71.0,68.0,46.0,29.0,37.0,24.0,101.0,66.0,62.0,71.0,58.0,13.0,58.0,170.0
1628.0,1536.0,1322.0,994.0,723.0,141.0,329.0,234.0,413.0,563.0,777.0,868.0,424.0,658.0,465.0,437.0,402.0,264.0,310.0,471.0,580.0,238.0,93.0,176.0,76.0,21.0,16.0,13.0,63.0,66.3,265.0,304.0,304.0,5.0,49.0,68.0,35.0,10.0,22.0,23.0,110.0,88.0,58.0,51.0,36.0,28.0,48.0,170.0
1579.0,1498.0,1285.0,940.0,652.0,146.0,344.0,158.0,418.0,502.0,716.0,797.0,425.0,750.0,492.0,402.0,390.0,293.0,309.0,496.0,600.0,256.0,96.0,176.0,79.0,22.0,17.0,14.0,67.0,65.9,108.0,83.0,162.0,1.0,45.0,31.0,31.0,10.0,17.0,13.0,138.0,109.0,29.0,33.0,28.0,6.0,48.0,170.0
1628.0,1516.0,1336.0,1021.0,703.0,162.0,314.0,239.0,418.0,554.0,734.0,846.0,438.0,699.0,475.0,451.0,418.0,228.0,329.0,487.0,603.0,222.0,88.0,174.0,75.0,18.0,15.0,12.0,61.0,68.6,353.0,294.0,280.0,6.0,78.0,84.0,32.0,17.0,36.0,35.0,95.0,89.0,77.0,84.0,54.0,20.0,44.0,170.0
1732.0,1614.0,1425.0,1080.0,788.0,179.0,345.0,242.0,447.0,587.0,777.0,895.0,452.0,723.0,526.0,492.0,516.0,331.0,322.0,554.0,674.0,259.0,97.0,187.0,78.0,19.0,16.0,13.0,69.0,106.0,324.0,373.0,307.0,4.0,50.0,53.0,44.0,13.0,22.0,35.0,102.0,71.0,65.0,68.0,43.0,25.0,52.0,170.0
1826.0,1706.0,1536.0,1148.0,803.0,137.0,388.0,252.0,509.0,641.0,810.0,930.0,491.0,777.0,508.0,476.0,397.0,315.0,353.0,536.0,670.0,278.0,103.0,199.0,96.0,27.0,20.0,13.0,86.0,82.1,491.0,432.0,298.0,6.0,47.0,54.0,27.0,24.0,18.0,23.0,98.0,85.0,60.0,60.0,42.0,16.0,45.0,170.0
1806.0,1681.0,1463.0,1073.0,783.0,121.0,390.0,179.0,518.0,569.0,788.0,912.0,491.0,785.0,488.0,448.0,408.0,318.0,367.0,536.0,656.0,265.0,97.0,194.0,91.0,25.0,21.0,14.0,72.0,77.8,441.0,304.0,188.0,5.0,44.0,40.0,17.0,29.0,12.0,17.0,97.0,73.0,65.0,61.0,44.0,12.0,67.0,170.0
1637.0,1530.0,1365.0,1033.0,785.0,144.0,331.0,236.0,420.0,567.0,732.0,839.0,434.0,699.0,496.0,441.0,379.0,311.0,315.0,511.0,616.0,250.0,98.0,169.0,75.0,19.0,13.0,12.0,68.0,69.3,441.0,422.0,392.0,4.0,57.0,64.0,58.0,22.0,52.0,32.0,116.0,57.0,51.0,61.0,55.0,14.0,56.0,210.0
1601.0,1505.0,1322.0,999.0,730.0,133.0,323.0,208.0,438.0,531.0,714.0,810.0,426.0,645.0,428.0,392.0,411.0,266.0,299.0,480.0,598.0,243.0,93.0,181.0,78.0,22.0,19.0,11.0,70.0,62.3,275.0,250.0,143.0,3.0,59.0,54.0,48.0,14.0,28.0,35.0,113.0,93.0,66.0,59.0,45.0,15.0,48.0,210.0
1706.0,1596.0,1412.0,1051.0,761.0,121.0,361.0,231.0,480.0,592.0,777.0,886.0,495.0,752.0,496.0,418.0,391.0,311.0,345.0,485.0,627.0,262.0,96.0,187.0,89.0,25.0,18.0,13.0,71.0,76.7,402.0,383.0,305.0,5.0,42.0,42.0,33.0,15.0,23.0,17.0,84.0,85.0,46.0,64.0,54.0,9.0,52.0,170.0
1612.0,1503.0,1342.0,1025.0,721.0,155.0,318.0,258.0,420.0,576.0,736.0,846.0,414.0,681.0,491.0,426.0,395.0,297.0,307.0,487.0,600.0,239.0,98.0,180.0,83.0,21.0,17.0,12.0,69.0,67.8,245.0,142.0,128.0,5.0,55.0,46.0,41.0,24.0,26.0,25.0,91.0,69.0,65.0,68.0,35.0,26.0,44.0,120.0
1583.0,1494.0,1280.0,969.0,716.0,146.0,311.0,227.0,413.0,538.0,752.0,841.0,439.0,670.0,504.0,452.0,402.0,273.0,308.0,482.0,585.0,239.0,88.0,173.0,76.0,19.0,17.0,13.0,64.0,68.1,226.0,177.0,174.0,4.0,59.0,70.0,65.0,48.0,49.0,33.0,138.0,87.0,70.0,66.0,52.0,21.0,68.0,210.0
1576.0,1478.0,1307.0,987.0,719.0,137.0,320.0,279.0,387.0,598.0,770.0,868.0,423.0,699.0,532.0,479.0,439.0,340.0,321.0,456.0,565.0,236.0,96.0,176.0,85.0,21.0,18.0,11.0,70.0,84.6,226.0,186.0,229.0,4.0,44.0,45.0,37.0,15.0,35.0,32.0,98.0,86.0,69.0,60.0,37.0,13.0,45.0,210.0
1819.0,1717.0,1507.0,1126.0,839.0,137.0,381.0,221.0,534.0,603.0,812.0,915.0,523.0,819.0,512.0,481.0,393.0,331.0,372.0,547.0,670.0,279.0,110.0,207.0,93.0,23.0,20.0,15.0,74.0,84.7,471.0,481.0,315.0,6.0,69.0,65.0,62.0,12.0,30.0,33.0,108.0,74.0,77.0,72.0,64.0,24.0,66.0,170.0
1701.0,1601.0,1380.0,1027.0,763.0,139.0,354.0,209.0,449.0,563.0,783.0,883.0,450.0,703.0,491.0,426.0,407.0,318.0,332.0,500.0,616.0,261.0,95.0,188.0,85.0,22.0,16.0,13.0,66.0,76.7,324.0,329.0,289.0,4.0,72.0,66.0,43.0,18.0,36.0,30.0,107.0,116.0,49.0,70.0,49.0,31.0,45.0,170.0
1458.0,1369.0,1186.0,887.0,621.0,148.0,299.0,192.0,380.0,491.0,674.0,763.0,381.0,641.0,490.0,384.0,403.0,344.0,294.0,465.0,600.0,211.0,91.0,160.0,75.0,20.0,18.0,10.0,72.0,63.8,216.0,196.0,190.0,3.0,22.0,23.0,31.0,13.0,19.0,15.0,121.0,74.0,61.0,50.0,36.0,32.0,46.0,120.0
1793.0,1670.0,1472.0,1106.0,763.0,124.0,366.0,221.0,507.0,587.0,785.0,908.0,512.0,823.0,508.0,461.0,424.0,322.0,385.0,514.0,629.0,278.0,98.0,201.0,92.0,23.0,18.0,14.0,66.0,86.5,284.0,392.0,368.0,6.0,64.0,58.0,44.0,19.0,26.0,24.0,116.0,59.0,57.0,74.0,27.0,9.0,69.0,210.0
1701.0,1581.0,1405.0,1067.0,765.0,128.0,338.0,247.0,453.0,585.0,761.0,881.0,450.0,699.0,485.0,433.0,371.0,217.0,333.0,496.0,609.0,242.0,86.0,173.0,77.0,19.0,14.0,13.0,59.0,59.6,402.0,363.0,286.0,5.0,72.0,93.0,47.0,33.0,54.0,55.0,110.0,122.0,91.0,72.0,54.0,29.0,68.0,170.0
1539.0,1438.0,1269.0,943.0,676.0,124.0,326.0,174.0,420.0,500.0,670.0,770.0,434.0,779.0,482.0,434.0,434.0,286.0,303.0,516.0,607.0,224.0,86.0,175.0,77.0,20.0,16.0,11.0,72.0,64.7,275.0,255.0,227.0,3.0,69.0,63.0,39.0,36.0,31.0,43.0,118.0,71.0,67.0,74.0,50.0,21.0,62.0,120.0
1822.0,1732.0,1501.0,1135.0,826.0,144.0,366.0,266.0,514.0,632.0,863.0,953.0,522.0,801.0,542.0,449.0,422.0,331.0,370.0,496.0,638.0,297.0,112.0,215.0,98.0,25.0,19.0,16.0,80.0,95.0,598.0,461.0,440.0,13.0,60.0,61.0,44.0,29.0,25.0,27.0,104.0,57.0,46.0,65.0,43.0,22.0,59.0,170.0
